Indicator,Year,Full Name,FIPS,Population,All Prev Cases,All Prev Rates,F Prev Cases,F Prev Rates,M Prev Cases,M Prev Rates,13-24 Prev Cases,13-24 Prev Rates,25-34 Prev Cases,25-34 Prev Rates,35-44 Prev Cases,35-44 Prev Rates,45-54 Prev Cases,45-54 Prev Rates,55+ Prev Cases,55+ Prev Rates,AI_AN Prev Cases,AI_AN Prev Rates,Asian Prev Cases,Asian Prev Rates,Black Prev Cases,Black Prev Rates,Latino Prev Cases,Latino Prev Rates,Multi Prev Cases,Multi Prev Rates,NH_OPI Prev Cases,NH_OPI Prev Rates,White Prev Cases,White Prev Rates,M2F Prev Cases,ID Prev Cases,M2M Prev Cases,M2MID Prev Cases,O Prev Cases
HIV prevalence,2008,District of Columbia,11.0,508021,11980,2358.2,3420,1258.9,8560,3621.7,559,551.2,1697,1580.2,3477,4041.2,4146,5323.2,2101,1552.9,5,372,45,283.4,8335,3096.4,830,2085.5,892,15849.3,5,1474.9,1862,1058.9,3390,2267,5474,706,145
HIV prevalence,2017,Florida,12.0,17971716,110034,612.3,30484,329.5,79550,912.2,3331,113.2,14632,532.3,19911,790.8,33136,1199.5,39024,557.5,67,142.2,550,108.2,49943,1881.7,26313,594.9,2655,1179.9,44,391.8,30460,301.5,40634,8574,54857,4312,1658
HIV prevalence,2016,Florida,12.0,17658611,107223,607.2,30105,331.3,77118,899.8,3462,117.8,14151,525.6,19934,804.3,34293,1241.3,35383,521.4,59,127.4,510,104.6,49126,1885.5,25057,587.9,2647,1220.4,40,365,29782,297,39936,8701,52623,4312,1651
HIV prevalence,2015,Florida,12.0,17305349,104575,604.3,29728,333.8,74847,891.1,3586,121.7,13699,525.1,20198,824.6,34828,1268.2,32264,492.3,53,116.6,463,99.4,48328,1892,23845,582.2,2613,1255,37,349.8,29233,294.5,39162,8892,50540,4367,1616
HIV prevalence,2014,Florida,12.0,16983458,101249,596.2,29245,334.5,72004,873.7,3705,125.2,13083,517.1,20554,847.6,34786,1271.9,29121,459.7,51,114.7,412,92,47321,1889.3,22494,570.3,2552,1276.2,30,292.8,28386,288.7,38356,8908,48027,4345,1613
HIV prevalence,2013,Florida,12.0,16709125,97215,581.8,28574,332.2,68641,846.5,3752,126.8,12466,506.4,20904,866.5,34234,1250.9,25859,421.3,43,98.9,369,85.4,46003,1872.8,21220,556.7,2423,1260.2,27,270,27127,277.8,37351,8963,45122,4229,1550
HIV prevalence,2012,Florida,12.0,16480031,94914,575.9,28142,331.7,66772,835,3880,131.7,12095,501.7,21763,903.7,33892,1233,23284,390.3,46,107,330,79,45270,1876.6,20364,552.8,2425,1308.6,26,264.9,26450,271.9,36729,9082,43329,4265,1509
HIV prevalence,2011,Florida,12.0,16258521,90657,557.6,27302,326.3,63355,802.9,3833,130.5,11825,501.5,21966,911.1,32684,1185.1,20349,351.2,41,97.4,292,72.3,43839,1855.7,19188,537.1,2277,1278.1,23,241.1,24994,257.9,35607,8933,40620,4031,1466
HIV prevalence,2010,Florida,12.0,16018609,88395,551.8,26883,325.9,61512,791.8,3839,131.7,11700,508.4,23199,956.5,31640,1152.5,18017,319.9,42,102.3,252,64.9,42965,1865.2,18483,535,2285,1336.1,17,182,24348,252.3,34778,9109,39032,4055,1421
HIV prevalence,2009,Florida,12.0,15614290,88085,564.1,27121,339.5,60964,799.3,3792,135.4,12067,512,25248,1038.2,30893,1168.9,16085,298.9,39,85.2,234,65.8,42837,1923.8,17888,561.8,2604,1843,18,198.1,24462,253.4,34567,9519,38419,4217,1364
HIV prevalence,2008,Florida,12.0,15508944,85212,549.4,26471,333.5,58741,775.9,3589,127.5,12079,519,26393,1060.9,28917,1107.1,14234,270.3,39,85.8,210,60.6,41527,1891.3,17095,550.8,2573,1872.3,15,170.3,23750,245.6,33472,9591,36624,4221,1305
HIV prevalence,2017,Georgia,13.0,8627633,52528,608.8,12681,283.6,39847,958.6,2304,133.4,10820,745.8,10964,803.5,14817,1046,13623,510.6,23,112.4,245,68.2,35974,1348.8,3750,518.5,2785,2385.8,17,333.9,9723,205.3,14404,4093,31251,2191,590
HIV prevalence,2016,Georgia,13.0,8516944,50589,594.0,12251,277.7,38338,933.8,2403,139.4,10263,719.8,10734,788.1,14944,1056.2,12245,472.8,21,104.2,226,65.7,34488,1318,3595,514.4,2737,2442.1,15,301.1,9496,201.2,13847,4056,29922,2207,557
HIV prevalence,2015,Georgia,13.0,8397538,48895,582.3,12006,276.2,36889,910.5,2395,139.2,9690,693.5,10804,791.2,14981,1066.1,11025,439.5,17,86,202,62.1,33094,1289.9,3427,508.6,2740,2551.9,14,284.3,9390,199.8,13462,4099,28584,2222,528
HIV prevalence,2014,Georgia,13.0,8288270,46988,566.9,11645,271.6,35343,883.4,2388,139,9074,658.4,10858,793.9,14735,1054.2,9933,409.3,17,87.3,189,60.8,31566,1254.8,3265,500.3,2700,2622.6,13,267.5,9228,197.1,12934,4114,27159,2271,510
HIV prevalence,2013,Georgia,13.0,8187895,47291,577.6,11717,276.9,35574,899.3,2561,150,9005,660.9,11543,841,15138,1083.5,9044,385.1,15,78,172,57.7,31425,1273.3,3331,522.6,2902,2942.8,11,233.2,9425,202.2,12845,4230,27153,2542,522
HIV prevalence,2012,Georgia,13.0,8106476,43573,537.5,11127,265.8,32446,827.8,2547,150,8134,599.5,10972,796.6,14119,1008.4,7801,343.1,17,90.2,151,53,29051,1196.8,2958,470.7,2596,2745.9,11,239,8780,188.9,12108,4162,24543,2275,485
HIV prevalence,2011,Georgia,13.0,8003157,41464,518.1,10703,258.9,30761,795.1,2474,147.5,7709,572.1,11061,799.8,13369,954.1,6851,312.3,16,86.9,135,49.7,27508,1153.9,2787,451.3,2479,2744.2,10,225.1,8520,184.5,11583,4103,23036,2264,478
HIV prevalence,2010,Georgia,13.0,7912814,40172,507.7,10404,254.4,29768,778.6,2388,143.4,7322,547.4,11587,830.6,12886,923.8,5989,282.5,15,82.6,128,49,26455,1131.8,2656,436.2,2471,2859.3,7,162.3,8431,183.4,11175,4108,22104,2320,466
HIV prevalence,2009,Georgia,13.0,7937181,33681,424.3,8722,214.3,24959,645.4,2128,127.3,6159,442.1,10243,712.4,10537,760.1,4614,225.2,10,49.1,107,47,22173,947.9,2082,375.2,2014,2856.5,4,96.7,7284,154.3,9526,3452,18365,1970,367
HIV prevalence,2008,Georgia,13.0,7826920,31624,404.0,8238,205.1,23386,613.8,1944,117.5,5721,414.8,10326,710.4,9680,711.2,3953,199.8,10,50.5,104,47.3,20741,904.1,1910,358.8,1913,2847.8,4,101.7,6935,147.9,8967,3397,16977,1939,344
HIV prevalence,2017,Hawaii,15.0,1198339,2524,210.6,307,51.2,2217,370.6,38,18.7,275,133.7,386,216.1,699,401.3,1126,258.2,5,189.5,386,82.1,139,596.8,304,289.2,272,131.1,220,199.2,1198,428.8,309,171,1839,177,28
HIV prevalence,2016,Hawaii,15.0,1200302,2519,209.9,316,52.7,2203,366.8,43,20.7,274,131.9,379,213.6,776,437.2,1047,243.4,7,262.5,382,81.1,149,643.4,291,279.7,280,135.9,221,200.8,1189,419.4,322,166,1822,179,31
HIV prevalence,2015,Hawaii,15.0,1193935,2526,211.6,312,52.3,2214,370.7,38,18.1,281,136.7,386,218.8,856,477.1,965,228.6,6,222,373,79.5,139,621.1,298,293.4,284,139,221,202.2,1205,423.2,309,172,1831,183,31
HIV prevalence,2014,Hawaii,15.0,1187196,2464,207.5,301,50.7,2163,364.4,38,17.8,256,126,397,225.6,880,484.3,893,216.1,6,224.2,362,77.3,118,551.8,286,288.5,269,133.1,205,189.1,1218,427.4,279,172,1778,203,31
HIV prevalence,2013,Hawaii,15.0,1180667,2430,205.8,305,51.6,2125,360.2,41,19.1,246,122.2,425,241.2,894,485,824,204,4,152.4,347,74,111,540.6,285,295.1,264,132.1,195,181.4,1224,429.9,279,178,1746,198,30
HIV prevalence,2012,Hawaii,15.0,1168924,2374,203.1,306,52.2,2068,354.6,42,19.5,231,117.4,439,249.7,911,486.2,751,190.5,4,152.8,330,70.5,107,542.8,282,302.3,257,130.5,187,176.4,1207,427.6,268,182,1702,192,30
HIV prevalence,2011,Hawaii,15.0,1155908,2386,206.4,319,55,2067,358.9,49,22.8,227,118.5,492,281.2,909,476.9,709,184.7,3,117.5,325,69.8,115,624.6,278,308.2,252,129.9,183,175.4,1230,438.2,275,192,1693,193,33
HIV prevalence,2010,Hawaii,15.0,1144087,2386,208.6,318,55.4,2068,362.7,61,28.3,233,124.9,521,296,927,479.8,644,172.6,5,200.4,316,68.2,110,644.3,286,327.7,255,133.4,175,171.3,1239,441.2,262,199,1697,197,31
HIV prevalence,2009,Hawaii,15.0,1083032,2027,187.2,281,52.2,1746,320.8,48,23.6,181,94.6,482,285.6,795,450.5,521,151.7,5,103.3,291,66.5,83,294.8,215,264.4,209,133.8,172,186.9,1052,372,232,173,1446,153,24
HIV prevalence,2008,Hawaii,15.0,1077785,1969,182.7,268,50,1701,314.1,45,21.9,180,96.3,518,302.4,770,432.1,456,135.6,5,108.4,277,63.2,76,282.3,211,266,204,131.2,165,180.7,1031,365.7,220,167,1404,154,24
HIV prevalence,2017,Idaho,16.0,1402234,1145,81.7,212,30.2,933,133.3,33,11.5,143,63.1,223,104.7,344,172.5,402,84.4,14,90.6,7,32.5,99,1044.3,179,114.6,43,187.2,3,124.1,800,68.1,197,128,632,161,28
HIV prevalence,2016,Idaho,16.0,1369107,1093,79.8,207,30.2,886,129.7,32,11.3,135,61,211,101.9,363,182.7,352,76.6,13,85.8,7,34.1,95,1054.4,173,115.5,38,174,2,87.2,765,66.5,185,127,602,152,27
HIV prevalence,2015,Idaho,16.0,1339988,1034,77.2,190,28.3,844,126.3,25,9,128,59.1,209,103.1,369,186.1,303,68.2,11,74,7,36.6,84,987.8,160,111.5,28,135.6,0,0,744,65.8,171,121,572,151,20
HIV prevalence,2014,Idaho,16.0,1320877,1007,76.2,193,29.1,814,123.6,25,9,128,59.7,213,106.7,387,194.5,254,59,13,88.7,4,22.4,71,877.6,156,112.3,28,141.1,0,0,735,65.7,168,122,547,144,26
HIV prevalence,2013,Idaho,16.0,1301066,1010,77.6,193,29.6,817,126,34,12.4,138,65.1,223,113.3,385,192.3,230,55.2,14,96.5,4,23.2,68,887.4,154,114.5,37,194.1,0,0,733,66.3,173,123,536,156,23
HIV prevalence,2012,Idaho,16.0,1283965,961,74.8,191,29.6,770,120.4,32,11.7,137,65,207,106.6,376,185.5,209,51.8,13,90.8,4,23.7,58,799.2,150,115.9,37,202.3,0,0,699,63.8,164,124,507,149,18
HIV prevalence,2011,Idaho,16.0,1270672,907,71.4,187,29.3,720,113.7,30,11.1,130,61.7,214,111.1,356,172.8,177,45.3,12,84.2,5,30.6,55,769.4,133,106,33,187.6,0,0,669,61.5,164,122,480,124,17
HIV prevalence,2010,Idaho,16.0,1256890,869,69.1,181,28.7,688,109.9,32,11.9,123,58.8,215,112.2,354,170,145,38.4,12,85,5,32.1,53,798.1,123,101.2,28,166.1,0,0,648,60,159,125,453,116,16
HIV prevalence,2009,Idaho,16.0,1238079,738,59.6,140,22.6,598,96.7,26,9.5,123,58.6,220,115.5,267,129.9,102,28.4,9,59.3,5,36.3,27,373.2,100,88.6,26,178.1,0,0,571,53.2,130,104,393,98,13
HIV prevalence,2008,Idaho,16.0,1223541,702,57.4,139,22.7,563,92,28,10.3,116,56.2,226,118.1,243,118.2,89,25.6,9,60.6,5,37.1,27,395.3,98,90.3,25,178,0,0,538,50.5,131,100,363,95,13
HIV prevalence,2017,Illinois,17.0,10731215,35076,326.9,7123,129.5,27953,534.2,1455,71.6,6093,343,7011,428.1,10048,598.4,10469,290.2,33,198.6,464,76,16196,1089.4,6881,409.3,1968,1522.1,21,716.7,9511,139.8,7146,3820,21531,2046,534
HIV prevalence,2016,Illinois,17.0,10743318,34610,322.2,7066,128.3,27544,526,1562,75.9,5994,336.5,7063,429.6,10325,603.5,9666,272.3,27,162.6,435,73.1,15963,1069,6700,404.6,2019,1612.4,19,653.1,9445,137.8,7056,3884,21060,2092,519
HIV prevalence,2015,Illinois,17.0,10756428,34056,316.6,6992,126.8,27064,516.4,1667,79.8,5754,322.5,7165,431.3,10576,608.6,8894,255.2,24,144.9,410,70.4,15592,1039.8,6504,398.7,2061,1699.4,17,585.2,9446,136.8,6894,3980,20531,2135,517
HIV prevalence,2014,Illinois,17.0,10759859,33327,309.7,6932,125.6,26395,503.7,1670,79,5544,309.2,7292,436,10662,604.2,8159,238.9,23,139.3,372,65.6,15201,1011.6,6294,392,2097,1787.1,16,554.4,9322,134.2,6758,4094,19839,2126,510
HIV prevalence,2013,Illinois,17.0,10744121,32528,302.8,6831,123.9,25697,491.2,1693,79.5,5343,297.6,7428,441.2,10621,591.9,7443,222.7,24,145.9,355,64.4,14814,986.1,6062,384.1,2107,1856.2,15,525,9149,131.1,6596,4173,19088,2163,508
HIV prevalence,2012,Illinois,17.0,10704446,31799,297.1,6749,122.8,25050,480.8,1666,78,5150,287.8,7742,457.5,10512,576.4,6729,206.2,24,147,327,61.5,14523,969.9,5822,375.4,2087,1907,16,573.5,8998,128.6,6432,4288,18406,2177,495
HIV prevalence,2011,Illinois,17.0,10668059,30998,290.6,6633,121.1,24365,469.5,1637,76.3,4957,277.3,8016,470.5,10371,560.3,6017,189.1,23,142.6,311,60.6,14100,944.2,5595,366.9,2080,1977,16,590.6,8871,126.5,6255,4401,17660,2205,477
HIV prevalence,2010,Illinois,17.0,10623897,29967,282.1,6445,118.1,23522,455.3,1586,73.6,4711,264.9,8231,478.1,10107,540.9,5332,171.9,21,131.2,291,58.8,13608,914.5,5309,354.9,1968,1935.1,16,593,8752,124.6,6003,4440,16876,2198,451
HIV prevalence,2009,Illinois,17.0,10626004,28766,270.7,6363,117.1,22403,431.4,1548,70.6,4408,247.2,8371,475.1,9623,512.3,4816,159.9,19,99.9,274,60.1,13174,875.3,4983,348.5,1861,2130,15,397.1,8437,118.4,5772,4550,15870,2114,460
HIV prevalence,2008,Illinois,17.0,10563388,27643,261.7,6138,113.6,21505,416.8,1392,63.5,4274,241.7,8681,484.3,9070,485.8,4226,143.6,16,85.9,258,57.9,12662,845.6,4723,338.9,1761,2088.7,14,378.3,8206,115.3,5489,4590,15020,2111,433
HIV prevalence,2017,Indiana,18.0,5540003,11218,202.5,2354,83.2,8864,327.1,457,41.2,2011,231.7,2284,279.8,3344,391.8,3122,164.9,7,52.9,197,153.4,4135,825.1,1044,312.2,417,569.9,0,0,5418,120.7,2775,1012,6590,674,167
HIV prevalence,2016,Indiana,18.0,5510511,10882,197.5,2262,80.3,8620,319.8,494,44.3,1901,222.1,2285,280.4,3400,392.8,2802,150.8,6,45.9,183,149,3912,790.5,1022,316.6,419,596.1,1,54.1,5339,119,2652,993,6404,678,156
HIV prevalence,2015,Indiana,18.0,5483619,10570,192.8,2174,77.6,8396,313.1,525,46.8,1807,213.3,2330,284.1,3432,391.9,2476,136.1,3,23.2,166,144.9,3737,763.8,959,307.2,408,606.2,0,0,5297,118.1,2544,986,6223,674,143
HIV prevalence,2014,Indiana,18.0,5466488,10083,184.5,2066,73.9,8017,300.1,580,51.4,1615,191.2,2333,283.6,3372,379.5,2183,122.5,2,15.6,142,129.9,3599,743,907,298,396,612.4,0,0,5037,112.2,2458,819,6008,659,139
HIV prevalence,2013,Indiana,18.0,5436314,9733,179.0,2000,71.9,7733,291.1,556,49.4,1514,180.2,2390,289.9,3354,371.4,1919,110.1,2,15.7,125,121,3443,719.4,850,287.8,393,634.1,0,0,4920,109.8,2357,799,5781,664,132
HIV prevalence,2012,Indiana,18.0,5399958,9399,174.1,1934,70,7465,283.1,499,44.6,1463,175.3,2468,298.9,3250,353.5,1719,101,2,16.1,105,107.7,3272,693.9,797,278.8,389,658.3,0,0,4834,108.1,2236,801,5566,666,130
HIV prevalence,2011,Indiana,18.0,5371451,9073,168.9,1852,67.3,7221,275.5,460,41.3,1411,169.4,2563,308.4,3136,335.5,1503,90.5,1,8.1,88,96.7,3099,664.9,763,274.2,376,666.2,0,0,4746,106.3,2111,793,5380,658,131
HIV prevalence,2010,Indiana,18.0,5340692,8730,163.5,1782,65.1,6948,266.7,413,37.3,1366,164.8,2619,312.2,2987,316,1345,83,2,16.5,81,95.3,2926,635.8,718,264.4,380,707.3,0,0,4623,103.7,2023,775,5160,647,125
HIV prevalence,2009,Indiana,18.0,5279967,8211,155.5,1621,60.1,6590,255.3,366,33.6,1304,155.4,2617,307.8,2787,296.8,1137,72.8,2,14.9,53,72.2,2721,604.4,626,259.5,354,812.4,0,0,4455,100,1840,745,4878,640,108
HIV prevalence,2008,Indiana,18.0,5246323,7930,151.2,1551,57.8,6379,248.8,338,31.1,1283,154,2750,316.8,2571,274.9,988,64.9,3,22.5,50,70.8,2601,585.6,588,252.7,342,815.6,0,0,4346,97.8,1756,754,4682,634,104
HIV prevalence,2017,Iowa,19.0,2617029,2671,102.1,582,44,2089,161.4,114,21.7,382,96.4,554,148.6,790,207.6,831,88.1,5,67.4,57,85.4,571,657.8,261,194.6,138,457.4,0,0,1639,71.6,643,223,1547,222,36
HIV prevalence,2016,Iowa,19.0,2605250,2543,97.6,546,41.4,1997,155.1,99,18.8,358,90.9,567,154.4,789,202.9,730,78.7,5,68.2,55,86.2,500,599.3,253,195.2,140,485.6,0,0,1590,69.4,600,217,1477,217,33
HIV prevalence,2015,Iowa,19.0,2595775,2400,92.5,510,38.8,1890,147.4,83,15.7,346,88.3,566,154.9,756,190.5,649,71.1,4,55.1,55,89.8,442,550.4,229,183.2,129,466.1,0,0,1541,67.2,560,212,1397,202,30
HIV prevalence,2014,Iowa,19.0,2585119,2329,90.1,483,36.9,1846,144.7,85,16,353,90.1,556,153.2,749,184.9,586,65.4,4,55.7,42,71.5,422,546.3,229,190,125,471.7,0,0,1507,65.7,533,212,1350,203,32
HIV prevalence,2013,Iowa,19.0,2570198,2232,86.8,461,35.4,1771,139.7,84,16,330,84.6,563,155.8,744,180.1,511,58.1,4,56.5,45,82.3,400,543.2,216,185.5,116,460.6,0,0,1451,63.3,509,209,1280,201,32
HIV prevalence,2012,Iowa,19.0,2553591,2161,84.6,451,34.8,1710,135.9,80,15.4,323,83,567,157.6,746,176.6,445,51.5,4,57.6,38,75,367,523.6,210,188,115,483.5,0,0,1427,62.3,486,218,1204,221,32
HIV prevalence,2011,Iowa,19.0,2543043,2059,81.0,427,33.1,1632,130.3,78,15.1,314,80.8,554,153.6,741,171.8,372,44,4,57.6,33,69.2,348,509.2,205,189.4,111,489.9,1,65.4,1357,59.3,457,218,1138,214,33
HIV prevalence,2010,Iowa,19.0,2526684,1987,78.6,423,32.9,1564,125.8,77,15.1,312,81.2,542,149,720,164.2,336,40.5,5,72.7,27,61.7,334,505.2,194,186.3,101,470.2,1,73.9,1325,58,443,223,1079,206,36
HIV prevalence,2009,Iowa,19.0,2496048,1575,63.1,332,26.1,1243,101.6,64,12.2,262,71.4,459,124.9,529,120.3,261,32.7,2,25.6,19,49.2,255,438.4,159,175.5,68,383.5,0,0,1072,47,372,165,875,132,32
HIV prevalence,2008,Iowa,19.0,2486127,1481,59.6,316,24.9,1165,95.6,53,10.1,251,69.7,470,124.8,494,112.1,213,27.2,1,13.1,15,40.3,243,431.9,156,181,60,353.5,0,0,1006,44.1,346,157,816,130,32
HIV prevalence,2017,Kansas,20.0,2397743,2997,125.0,577,47.7,2420,203.6,124,25,481,125.2,613,174.4,896,259.7,883,107.4,11,56.4,43,58.3,749,553.6,514,206,154,330,1,49.1,1522,81.3,598,231,1834,290,45
HIV prevalence,2016,Kansas,20.0,2393712,2917,121.9,562,46.5,2355,198.5,108,21.6,483,125.3,624,179.3,920,260.5,782,96.8,9,46.4,36,49.4,726,535,503,206.3,155,343.6,1,51.5,1484,79.2,582,227,1778,290,40
HIV prevalence,2015,Kansas,20.0,2388086,2796,117.1,538,44.6,2258,190.9,104,20.7,450,116.5,634,182.9,899,248.9,709,89.5,8,41.3,33,47.1,688,506.5,482,202.5,161,368,1,54.1,1420,75.6,563,221,1692,280,41
HIV prevalence,2014,Kansas,20.0,2377652,2828,118.9,548,45.6,2280,193.7,116,23.2,438,113.5,670,194.2,951,257.9,653,84,11,56.8,28,42.4,684,506.6,479,207,164,387.8,1,56.6,1459,77.5,569,239,1691,287,43
HIV prevalence,2013,Kansas,20.0,2367607,2758,116.5,533,44.5,2225,190.1,117,23.5,428,111,702,203.7,936,247.9,575,75.5,6,30.9,24,38,680,506.9,454,201.9,153,373.6,2,119.4,1436,76.2,566,223,1643,290,36
HIV prevalence,2012,Kansas,20.0,2356616,2724,115.6,532,44.6,2192,188.4,116,23.5,449,116.6,708,205.9,943,243.2,508,68.2,5,26,21,34.7,657,492.8,454,207.3,155,391.1,1,64.7,1428,75.8,562,223,1605,297,37
HIV prevalence,2011,Kansas,20.0,2340115,2683,114.7,514,43.3,2169,188.1,121,24.8,434,113.5,746,217.1,934,234.8,448,61.6,7,36.6,21,36.2,647,492.5,431,202.5,141,370.9,1,64.9,1432,76.2,554,221,1566,308,34
HIV prevalence,2010,Kansas,20.0,2329143,2596,111.5,505,42.7,2091,182.2,118,24.2,437,115.2,734,212,911,224.9,396,55.7,10,52.6,21,38,618,474.1,406,195.5,142,386.1,1,63.2,1395,74.3,536,220,1498,311,31
HIV prevalence,2009,Kansas,20.0,2305964,2323,100.7,463,39.6,1860,163.5,100,20,418,113.3,718,205.9,760,187.9,327,47.8,5,25.8,20,39.5,555,428.9,351,192.4,138,468.3,1,77.8,1250,66,493,196,1349,256,29
HIV prevalence,2008,Kansas,20.0,2290014,2217,96.8,429,37,1788,158.3,96,19.1,409,113.9,745,209.5,691,170.8,276,41.2,5,26.1,16,32.5,521,405.9,326,185.2,127,446.1,1,78.6,1218,64.5,453,199,1285,250,29
HIV prevalence,2017,Kentucky,21.0,3728831,7108,190.6,1384,72.6,5724,314,266,37.8,1258,216.3,1509,274.1,2088,355.4,1987,152.3,6,73.8,57,102.1,2306,781.8,511,437.9,282,597.4,1,47.3,3943,123.1,1482,670,4416,456,84
HIV prevalence,2016,Kentucky,21.0,3712013,6846,184.4,1331,70.1,5515,304,272,38.5,1194,207.5,1481,267.8,2107,353.7,1792,139.9,5,61.6,47,87.7,2242,770.4,475,426.4,273,604,1,50,3801,118.8,1442,646,4253,422,83
HIV prevalence,2015,Kentucky,21.0,3699491,6612,178.7,1294,68.4,5318,294.1,287,40.3,1108,194.7,1482,265.4,2142,355.7,1593,126.7,6,75.2,41,80.6,2139,742,435,404.2,276,636.1,1,50.6,3712,116,1390,644,4089,411,79
HIV prevalence,2014,Kentucky,21.0,3686449,6469,175.5,1314,69.7,5155,286.2,297,41.4,1061,187,1526,272.2,2147,352.1,1438,116.7,5,62.4,38,79.3,2128,745.3,441,420,264,632.8,0,0,3591,112.3,1399,637,3941,414,77
HIV prevalence,2013,Kentucky,21.0,3673716,6240,169.9,1299,69.2,4941,275.2,298,41.5,1036,182.8,1537,272.3,2088,337.4,1281,106.3,5,63,32,69.2,2095,741,423,410.1,253,633.4,1,54.7,3429,107.4,1395,636,3752,388,70
HIV prevalence,2012,Kentucky,21.0,3652563,5755,157.6,1145,61.3,4610,258.4,311,43.7,930,164.1,1453,256.2,1959,311.7,1102,93.5,5,64.3,26,59.6,1821,655.1,391,393.5,238,625.6,0,0,3272,102.8,1227,611,3485,365,68
HIV prevalence,2011,Kentucky,21.0,3632735,5536,152.4,1121,60.3,4415,249.1,276,39.1,909,160,1459,255.9,1929,302.6,963,83.7,5,65,20,48.5,1768,645.1,365,380.3,247,676,0,0,3129,98.5,1203,607,3311,352,63
HIV prevalence,2010,Kentucky,21.0,3610828,5316,147.2,1071,57.9,4245,240.9,263,37.5,888,156.5,1496,259.9,1834,285.4,835,74.3,5,65.7,15,38.2,1699,629.6,330,353.2,229,658.1,0,0,3036,95.9,1154,595,3156,354,58
HIV prevalence,2009,Kentucky,21.0,3583570,4842,135.1,937,50.9,3905,223.9,258,36.8,841,145.2,1439,246.7,1666,262.3,638,58.8,5,59.9,16,44.6,1517,574.3,292,373.2,191,697.8,0,0,2819,89,1034,517,2925,313,53
HIV prevalence,2008,Kentucky,21.0,3559663,4606,129.4,884,48.3,3722,215.3,243,34.7,800,139.8,1494,251.6,1512,239,557,52.5,5,61.9,15,43.4,1447,557.1,271,367.3,182,690.8,0,0,2684,85.1,977,506,2766,308,49
HIV prevalence,2017,Louisiana,22.0,3868605,20424,527.9,5988,300.1,14436,770.5,1003,136.3,4118,609.7,4731,820.7,5216,902.5,5356,411.1,27,107.5,68,99.1,13940,1150.4,1009,561.8,373,900.6,4,262.6,5000,213.6,7805,2031,9368,987,234
HIV prevalence,2016,Louisiana,22.0,3871344,19932,514.9,5883,295,14049,748.5,1080,144.2,3987,586.1,4714,823.9,5317,900.5,4834,377.8,27,108.5,65,95.5,13629,1128.2,941,529.2,405,1006,4,260.2,4858,206.7,7667,2040,9001,997,227
HIV prevalence,2015,Louisiana,22.0,3858097,19229,498.4,5686,286.2,13543,723.6,1115,146.1,3854,570.4,4545,800.2,5369,894.2,4346,347.4,26,105.7,63,94.8,13121,1092.4,888,509.4,381,977.9,4,263.5,4743,201.7,7412,2036,8547,1009,225
HIV prevalence,2014,Louisiana,22.0,3839337,18518,482.3,5546,280.5,12972,696.5,1154,149.1,3677,549.3,4469,792.6,5344,874.3,3874,317.4,21,86.6,59,91.1,12643,1059.6,824,483.3,390,1037.1,4,274,4573,194.8,7194,2022,8078,1005,218
HIV prevalence,2013,Louisiana,22.0,3819669,17577,460.2,5337,271.3,12240,660.7,1110,142.2,3456,522,4345,773.8,5193,833.2,3473,291.3,18,75.4,54,84.6,11996,1013.2,774,464.9,350,967.4,4,275.3,4377,186.7,6873,2041,7477,975,211
HIV prevalence,2012,Louisiana,22.0,3793129,16763,441.9,5172,264.7,11591,630.2,1081,138.3,3358,513.7,4197,748.7,5035,794.2,3092,265.8,19,80.7,47,75.2,11482,980.4,723,449.4,325,929.3,4,287.8,4159,177.8,6648,2029,6935,941,211
HIV prevalence,2011,Louisiana,22.0,3766665,16516,438.5,5092,262.5,11424,625.4,1080,138,3377,523.4,4186,746.3,5100,790.1,2773,244.9,19,82.3,45,73.5,11237,968.9,702,446.9,330,979.5,4,302.6,4174,179.1,6466,2094,6780,967,210
HIV prevalence,2010,Louisiana,22.0,3737428,15704,420.2,4828,250.8,10876,600,990,126,3243,512.5,4145,734.6,4904,750.4,2422,219.9,17,74.7,43,72.8,10615,925.1,659,435,335,1029.9,4,310.6,4026,173.3,6122,2091,6318,971,202
HIV prevalence,2009,Louisiana,22.0,3680921,16089,437.1,5039,263.8,11050,624.1,962,121.8,3325,532.4,4599,818.6,5016,780.3,2187,205.9,14,65.4,38,72.7,10769,953.1,680,547.1,416,1530.7,1,86.1,4166,179.2,6143,2201,6424,1074,247
HIV prevalence,2008,Louisiana,22.0,3648291,15426,422.8,4804,253.4,10622,606.1,887,112,3225,533.8,4715,822.3,4665,726.2,1934,186.6,11,52.1,34,67.2,10257,919.8,621,527.4,408,1568.9,1,92.2,4089,176.5,5786,2194,6126,1080,241
HIV prevalence,2017,Maine,23.0,1157986,1576,136.1,319,53.6,1257,223.4,33,17.9,118,74.6,265,175.2,497,267,663,138.6,6,83.3,7,50,252,1707.4,111,653.6,49,331.1,0,0,1150,105.5,311,187,965,85,28
HIV prevalence,2016,Maine,23.0,1153307,1531,132.7,320,54,1211,216.1,31,16.6,114,73.2,285,188.3,495,259.5,606,129.4,6,84.4,7,51,234,1639.2,105,646.9,44,307.6,0,0,1134,104.3,308,193,917,88,26
