Year,Full Name,13-24 Diag Cases,13-24 Diag Rates,25-34 Diag Cases,25-34 Diag Rates,35-44 Diag Cases,35-44 Diag Rates,45-54 Diag Cases,45-54 Diag Rates,55+ Diag Cases,55+ Diag Rates
2014,Wisconsin,62,6.6,63,8.6,39,5.7,40,4.9,13,0.8
2014,Wyoming,0,0,5,6.1,3,4.3,2,2.7,0,0
2015,Alabama,198,25,200,31.8,113,18.8,86,13.3,66,4.7
2015,Alaska,5,4,6,5.1,4,4.4,5,5.2,5,3
2015,Arizona,145,12.8,233,25.2,142,16.8,111,13.2,59,3.1
2015,Arkansas,71,14.6,85,21.9,43,11.8,49,12.8,25,2.9
2015,California,1038,16,1749,30,1053,20.4,841,16.2,427,4.4
2015,Colorado,84,9.6,125,15.1,86,11.7,61,8.5,21,1.5
2015,Connecticut,56,9.5,80,18.3,51,11.9,52,9.7,40,3.7
2015,Delaware,18,12.4,35,28,20,18.2,17,13.2,13,4.5
2015,District of Columbia,67,65.3,141,89.6,75,78.2,49,63.9,37,24.7
2015,Florida,913,31,1369,52.5,920,37.6,826,30.1,543,8.3
2015,Georgia,664,38.6,887,63.5,460,33.7,395,28.1,218,8.7
2015,Hawaii,13,6.2,46,22.4,23,13,26,14.5,11,2.6
2015,Idaho,9,3.2,15,6.9,3,1.5,8,4,5,1.1
2015,Illinois,435,20.8,528,29.6,271,16.3,193,11.1,123,3.5
2015,Indiana,119,10.6,241,28.4,136,16.6,99,11.3,37,2
2015,Iowa,32,6,28,7.1,26,7.1,23,5.8,15,1.6
2015,Kansas,39,7.8,47,12.2,34,9.8,20,5.5,14,1.8
2015,Kentucky,82,11.5,117,20.6,65,11.6,54,9,23,1.8
2015,Louisiana,284,37.2,363,53.7,205,36.1,148,24.6,98,7.8
2015,Maine,10,5.3,10,6.5,9,5.9,10,5.1,7,1.5
2015,Maryland,248,26.6,380,45.9,228,29.9,207,23.9,113,6.9
2015,Massachusetts,88,7.9,171,18,135,16.2,130,13.3,74,3.8
2015,Michigan,219,13.2,219,18,118,10,117,8.5,52,1.8
2015,Minnesota,64,7.4,88,11.8,66,9.8,47,6.3,31,2
2015,Mississippi,181,35.4,141,36.1,76,20.7,56,14.6,52,6.4
2015,Missouri,134,13.7,146,18.1,82,11.2,61,7.6,40,2.3
2015,Montana,7,4.3,5,3.8,4,3.4,0,0,2,0.6
2015,Nebraska,24,7.6,20,7.9,17,7.5,16,6.8,2,0.4
2015,Nevada,80,18.5,167,40.3,109,28.5,88,22.8,32,4.2
2015,New Hampshire,7,3.3,6,3.8,4,2.6,4,1.9,4,0.9
2015,New Jersey,216,15.8,376,33.4,245,21.3,201,15.3,162,6.4
2015,New Mexico,30,8.7,49,17.5,29,11.9,18,7,9,1.5
2015,New York,573,18.6,1024,35.9,580,23.6,514,18.8,360,6.5
2015,North Carolina,348,21.3,413,31.4,224,17.3,200,14.5,142,5.1
2015,North Dakota,5,3.7,7,6.1,6,7,1,1.1,1,0.5
2015,Ohio,262,14.1,292,19.6,158,11.3,139,8.8,74,2.2
2015,Oklahoma,67,10.3,120,22.1,62,13,44,9.1,21,2
2015,Oregon,27,4.5,72,12.9,49,9.3,51,10,23,1.9
2015,Pennsylvania,264,13.2,350,21.2,215,14.4,216,12.2,128,3.2
2015,Rhode Island,7,3.9,17,12,14,11.3,18,12,8,2.5
2015,South Carolina,181,23.1,210,32.8,108,18.1,99,15.2,69,4.8
2015,South Dakota,5,3.6,6,5.3,5,5.2,4,3.8,3,1.2
2015,Tennessee,196,18.7,253,28.9,127,15.2,112,12.5,51,2.7
2015,Texas,1122,23.5,1570,38.9,874,23.6,635,18.2,331,5.3
2015,Utah,15,2.6,48,10.9,34,8.6,19,6.2,6,1
2015,Vermont,0,0,5,7,5,7.1,4,4.5,0,0
2015,Virginia,256,19.1,316,27,181,16.6,116,9.9,86,3.8
2015,Washington,74,6.7,163,15.5,101,10.8,75,7.9,38,1.9
2015,West Virginia,18,6.5,18,8.3,23,10.1,7,2.8,6,1
2015,Wisconsin,56,6,78,10.7,40,5.8,36,4.5,15,0.9
2015,Wyoming,5,5.4,4,4.9,5,7.1,2,2.8,1,0.6
2016,Alabama,179,22.9,215,33.8,110,18.5,97,15.1,62,4.3
2016,Alaska,4,3.2,17,14.1,8,8.7,2,2.1,6,3.5
2016,Arizona,154,13.5,232,24.5,154,18.1,108,12.7,66,3.3
2016,Arkansas,90,18.7,110,28,57,15.6,37,9.8,18,2.1
2016,California,1012,15.8,1802,30.3,1080,20.9,840,16.2,438,4.4
2016,Colorado,84,9.6,162,19,75,10,69,9.6,33,2.3
2016,Connecticut,47,8,80,18.3,41,9.7,49,9.4,41,3.8
2016,Delaware,19,13.3,43,33.8,19,17.4,18,14.1,13,4.4
2016,District of Columbia,59,58.2,109,67.8,73,73.6,56,72.6,51,33.5
2016,Florida,843,28.7,1498,55.6,987,39.8,774,28,560,8.3
2016,Georgia,633,36.7,892,62.6,398,29.2,342,24.2,230,8.9
2016,Hawaii,14,6.7,35,16.8,12,6.8,6,3.4,11,2.6
2016,Idaho,9,3.2,15,6.8,9,4.3,5,2.5,7,1.5
2016,Illinois,385,18.7,517,29,267,16.2,181,10.6,133,3.7
2016,Indiana,119,10.7,169,19.7,81,9.9,69,8,46,2.5
2016,Iowa,28,5.3,42,10.7,28,7.6,21,5.4,14,1.5
2016,Kansas,27,5.4,53,13.7,31,8.9,22,6.2,14,1.7
2016,Kentucky,61,8.6,128,22.2,77,13.9,53,8.9,18,1.4
2016,Louisiana,281,37.5,381,56,217,37.9,145,24.6,86,6.7
2016,Maine,5,2.7,16,10.3,19,12.6,6,3.1,7,1.5
2016,Maryland,228,24.7,355,42.8,201,26.4,183,21.4,133,8
2016,Massachusetts,94,8.5,204,21.2,140,17,119,12.4,81,4.1
2016,Michigan,223,13.6,221,17.7,128,11,109,8.1,64,2.1
2016,Minnesota,66,7.6,99,13.2,65,9.6,40,5.5,26,1.7
2016,Mississippi,133,26.4,139,35.4,74,20.2,43,11.3,36,4.3
2016,Missouri,148,15.2,154,19,82,11.2,93,11.8,33,1.8
2016,Montana,1,0.6,10,7.5,2,1.7,6,4.8,1,0.3
2016,Nebraska,12,3.7,25,9.8,15,6.5,15,6.5,9,1.7
2016,Nevada,95,21.9,212,49.9,101,26.2,77,19.8,27,3.4
2016,New Hampshire,5,2.4,11,6.8,9,5.9,12,5.9,3,0.7
2016,New Jersey,205,15.2,384,33.9,232,20.4,225,17.4,150,5.8
2016,New Mexico,29,8.5,56,19.8,32,13.1,18,7.1,9,1.5
2016,New York,505,16.6,993,34.6,545,22.4,447,16.6,330,5.9
2016,North Carolina,387,23.6,468,34.9,221,17.2,171,12.4,139,4.8
2016,North Dakota,6,4.6,16,14,10,11.6,7,8.2,7,3.4
2016,Ohio,255,13.8,332,22,168,12.2,125,8.1,81,2.3
2016,Oklahoma,59,9.1,107,19.6,68,14.2,39,8.2,20,1.9
2016,Oregon,34,5.6,74,12.8,58,10.8,38,7.4,22,1.8
2016,Pennsylvania,258,13.1,375,22.4,202,13.6,185,10.7,111,2.8
2016,Rhode Island,11,6.2,27,18.8,11,8.9,15,10.2,7,2.2
2016,South Carolina,190,24.3,254,38.8,108,18,105,16.1,89,6
2016,South Dakota,5,3.6,12,10.6,12,12.2,11,10.8,3,1.2
2016,Tennessee,188,18,241,26.9,129,15.5,104,11.6,51,2.7
2016,Texas,1051,21.9,1707,41.4,809,21.6,619,17.6,337,5.2
2016,Utah,32,5.4,50,11.1,33,8.1,16,5.1,8,1.3
2016,Vermont,0,0,3,4.2,0,0,1,1.2,1,0.5
2016,Virginia,217,16.3,321,27.3,157,14.5,126,10.9,85,3.7
2016,Washington,68,6.2,132,12.1,95,10,74,7.8,56,2.8
2016,West Virginia,9,3.3,19,8.7,16,7.2,13,5.4,11,1.8
2016,Wisconsin,71,7.6,65,8.9,34,4.9,30,3.9,29,1.7
2016,Wyoming,2,2.2,10,12.3,3,4.2,2,2.9,4,2.4
2017,Alabama,190,24.7,214,33.4,109,18.4,86,13.5,52,3.6
2017,Alaska,8,6.6,16,13.3,4,4.3,3,3.3,3,1.7
2017,Arizona,136,11.9,248,25.7,151,17.5,117,13.8,73,3.6
2017,Arkansas,85,17.7,110,27.8,43,11.7,32,8.5,17,1.9
2017,California,954,15.1,1698,28.3,989,19,721,14,404,3.9
2017,Colorado,85,9.6,163,18.7,86,11.3,80,11.2,28,1.9
2017,Connecticut,52,9,79,17.9,48,11.4,57,11.2,39,3.5
2017,Delaware,27,19,31,24.2,33,30.1,21,16.8,14,4.6
2017,District of Columbia,62,61.4,116,71.1,66,64.5,28,36.6,33,21.5
2017,Florida,817,27.8,1481,53.9,930,36.9,736,26.6,599,8.6
2017,Georgia,597,34.6,927,63.9,442,32.4,367,25.9,231,8.7
2017,Hawaii,12,5.9,31,15.1,11,6.2,13,7.5,11,2.5
2017,Idaho,8,2.8,18,7.9,8,3.8,7,3.5,5,1
2017,Illinois,348,17.1,450,25.3,254,15.5,189,11.3,111,3.1
2017,Indiana,123,11.1,177,20.4,94,11.5,74,8.7,48,2.5
2017,Iowa,34,6.5,38,9.6,14,3.8,22,5.8,16,1.7
2017,Kansas,44,8.9,39,10.2,15,4.3,14,4.1,7,0.9
2017,Kentucky,70,9.9,133,22.9,67,12.2,64,10.9,31,2.4
2017,Louisiana,247,33.6,371,54.9,170,29.5,126,21.8,97,7.4
2017,Maine,4,2.2,11,7,5,3.3,6,3.2,4,0.8
2017,Maryland,218,23.8,358,43,183,23.9,149,17.7,113,6.6
2017,Massachusetts,95,8.6,209,21.4,133,16,94,10,65,3.2
2017,Michigan,193,11.9,276,21.7,135,11.7,100,7.6,74,2.4
2017,Minnesota,54,6.2,83,11,50,7.2,55,7.7,31,1.9
2017,Mississippi,115,23.1,145,36.7,73,20,57,15.2,37,4.4
2017,Missouri,126,13.1,193,23.5,80,10.9,56,7.3,49,2.7
2017,Montana,4,2.5,13,9.6,9,7.3,1,0.8,4,1.2
2017,Nebraska,20,6.2,34,13.3,20,8.5,8,3.6,6,1.1
2017,Nevada,80,18.4,199,45.8,93,23.7,75,19.1,44,5.3
2017,New Hampshire,7,3.4,7,4.2,8,5.2,7,3.6,5,1.1
2017,New Jersey,202,15,356,31.2,218,19.2,196,15.5,153,5.9
2017,New Mexico,36,10.6,38,13.4,31,12.6,17,6.9,14,2.2
2017,New York,515,17.2,960,33.4,532,21.9,420,16,303,5.3
2017,North Carolina,325,19.8,447,32.6,209,16.2,170,12.3,146,5
2017,North Dakota,7,5.4,16,14,4,4.5,6,7.3,4,1.9
2017,Ohio,242,13.2,362,23.7,162,11.7,136,9,84,2.4
2017,Oklahoma,55,8.5,107,19.6,58,12,49,10.4,30,2.7
2017,Oregon,33,5.4,76,12.9,46,8.4,30,5.8,18,1.4
2017,Pennsylvania,249,12.8,352,20.9,213,14.4,161,9.5,113,2.8
2017,Rhode Island,12,6.9,23,15.9,18,14.6,18,12.6,12,3.7
2017,South Carolina,169,21.6,230,34.6,130,21.5,101,15.5,81,5.3
2017,South Dakota,6,4.3,14,12.2,9,8.9,11,11.1,0,0
2017,Tennessee,192,18.5,247,27,123,14.8,94,10.6,75,3.8
2017,Texas,993,20.6,1635,39.1,835,21.9,567,16,328,4.9
2017,Utah,26,4.3,42,9.2,20,4.7,12,3.8,17,2.7
2017,Vermont,3,2.9,8,11,4,5.7,1,1.2,4,1.9
2017,Virginia,214,16,289,24.4,168,15.4,106,9.2,88,3.7
2017,Washington,62,5.6,158,14,84,8.6,77,8.2,52,2.5
2017,West Virginia,22,8.3,25,11.5,15,6.8,12,5,2,0.3
2017,Wisconsin,67,7.2,90,12.3,39,5.6,42,5.5,21,1.2
2017,Wyoming,0,0,3,3.8,4,5.6,3,4.5,0,0
2018,Alabama,182,23.8,192,29.8,87,14.7,70,11.2,41,2.8
2018,Alaska,5,4.2,6,5,3,3.2,4,4.5,2,1.1
2018,Arizona,153,13.3,298,30.2,167,19,102,12,86,4
2018,Arkansas,77,16.1,103,26,48,13,34,9.2,19,2.1
2018,California,856,13.7,1633,27,864,16.4,623,12.3,422,4
2018,Colorado,81,9.1,168,18.8,90,11.5,36,5.1,34,2.2
2018,Connecticut,47,8.2,73,16.4,45,10.6,49,9.9,36,3.2
2018,Delaware,14,9.9,28,21.7,15,13.5,16,13.1,18,5.7
2018,District of Columbia,41,40.8,82,50,34,32.2,27,35.8,24,15.4
2018,Florida,797,27,1603,57.5,911,35.5,768,28,604,8.4
2018,Georgia,613,35.3,957,65,442,32.2,299,21.2,241,8.8
2018,Hawaii,9,4.5,25,12.3,20,11.1,5,2.9,7,1.6
2018,Idaho,6,2.1,10,4.3,7,3.2,7,3.5,7,1.4
2018,Illinois,333,16.6,472,26.7,245,14.9,192,11.7,110,3
2018,Indiana,124,11.2,191,21.8,98,11.9,52,6.2,45,2.3
2018,Iowa,20,3.8,45,11.3,25,6.6,15,4,11,1.1
2018,Kansas,41,8.3,54,14.1,32,9,18,5.4,9,1.1
2018,Kentucky,77,11,135,23.1,76,13.8,44,7.6,28,2.1
2018,Louisiana,229,31.6,355,53.2,193,33.1,135,24,74,5.6
2018,Maine,3,1.6,11,6.9,7,4.6,2,1.1,5,1
2018,Maryland,190,20.9,346,41.5,184,23.8,149,18.2,110,6.3
2018,Massachusetts,76,6.9,207,20.8,174,20.7,109,11.8,88,4.2
2018,Michigan,172,10.8,276,21.3,108,9.3,94,7.3,68,2.2
2018,Minnesota,39,4.5,112,14.7,74,10.4,43,6.2,15,0.9
2018,Mississippi,127,25.7,149,37.8,95,26,63,17.1,45,5.2
2018,Missouri,116,12.1,145,17.6,90,12.1,56,7.4,39,2.1
2018,Montana,3,1.9,10,7.3,7,5.5,0,0,3,0.9
2018,Nebraska,17,5.3,29,11.3,14,5.9,13,5.9,6,1.1
2018,Nevada,97,22,194,43.6,105,26,71,18,41,4.8
2018,New Hampshire,3,1.5,13,7.7,8,5.2,10,5.3,2,0.4
2018,New Jersey,184,13.8,327,28.3,207,18.2,185,15,141,5.3
2018,New Mexico,20,6,44,15.5,23,9.2,21,8.7,13,2
2018,New York,436,14.8,876,30.4,468,19.2,372,14.6,318,5.5
2018,North Carolina,309,18.8,388,27.9,201,15.5,173,12.6,129,4.3
2018,North Dakota,4,3.1,16,13.9,10,11.1,4,5,2,0.9
2018,Ohio,227,12.5,355,23,190,13.7,137,9.2,75,2.1
2018,Oklahoma,48,7.4,87,16,58,11.8,26,5.6,15,1.3
2018,Oregon,34,5.6,86,14.4,53,9.5,34,6.6,23,1.8
2018,Pennsylvania,226,11.7,349,20.5,169,11.3,141,8.5,117,2.8
2018,Rhode Island,15,8.7,20,13.7,13,10.5,21,15.1,7,2.1
2018,South Carolina,160,20.5,250,37.1,131,21.4,105,16.2,73,4.6
2018,South Dakota,3,2.1,7,6,6,5.8,5,5.2,7,2.7
2018,Tennessee,171,16.4,299,32.1,126,15,91,10.3,72,3.6
2018,Texas,999,20.5,1657,39.1,864,22.3,603,17,360,5.3
2018,Utah,28,4.5,48,10.3,20,4.6,16,5,9,1.4
2018,Vermont,3,2.9,4,5.4,5,7.1,3,3.7,3,1.4
2018,Virginia,197,14.8,310,26,165,14.9,106,9.4,89,3.7
2018,Washington,64,5.8,159,13.8,125,12.5,86,9.2,69,3.2
2018,West Virginia,13,5,33,15.3,20,9.2,14,6,5,0.8
2018,Wisconsin,45,4.9,76,10.3,34,4.8,32,4.3,23,1.3
2018,Wyoming,0,0,9,11.6,2,2.8,1,1.5,0,0
2008,Abbeville County SC,,,,,,,,,,
2008,Acadia Parish LA,0,0,,,0,0,,,,
2008,Accomack County VA,,,,,,,,,,
2008,Ada County ID,,,,,,,,,,
2008,Adair County IA,0,0,0,0,0,0,0,0,0,0
2008,Adair County KY,,,,,,,,,,
2008,Adair County MO,0,0,0,0,0,0,0,0,0,0
2008,Adair County OK,,,,,,,,,,
2008,Adams County CO,14,20.9,13,17.1,18,28,15,26.3,5,6.8
2008,Adams County IA,0,0,0,0,0,0,0,0,0,0
2008,Adams County ID,,,,,,,,,,
2008,Adams County IL,,,,,,,,,,
2008,Adams County IN,,,,,,,,,,
2008,Adams County MS,,,,,,,,,,
2008,Adams County ND,,,,,,,,,,
2008,Adams County NE,0,0,0,0,0,0,0,0,0,0
2008,Adams County OH,0,0,0,0,0,0,0,0,0,0
2008,Adams County PA,,,,,,,,,,
2008,Adams County WA,0,0,0,0,0,0,0,0,0,0
2008,Adams County WI,0,0,0,0,0,0,0,0,0,0
2008,Addison County VT,,,,,,,,,,
2008,Aiken County SC,,,,,,,,,,
2008,Aitkin County MN,0,0,0,0,0,0,0,0,0,0
2008,Alachua County FL,13,16.1,22,84.3,10,38.5,12,41.9,12,24.7
2008,Alamance County NC,6,25.3,12,63.6,,,7,33.5,,
2008,Alameda County CA,37,16.9,61,25.8,69,30,34,15.6,30,9.5
2008,Alamosa County CO,0,0,0,0,0,0,0,0,0,0
2008,Albany County NY,,,14,47.1,18,46.7,9,20.1,,
2008,Albany County WY,,,,,,,,,,
2008,Albemarle County VA,,,,,,,,,0,0
2008,Alcona County MI,0,0,0,0,0,0,0,0,0,0
2008,Alcorn County MS,,,,,,,,,,
2008,Aleutians East Borough AK,,,,,,,,,,
2008,Aleutians West Census Area AK,,,,,,,,,,
2008,Alexander County IL,,,,,,,,,,
2008,Alexander County NC,,,,,,,,,,
2008,Alexandria City VA,,,6,16.8,19,78.2,13,73,,
2008,Alfalfa County OK,0,0,0,0,0,0,0,0,0,0
2008,Alger County MI,0,0,0,0,0,0,0,0,0,0
2008,Allamakee County IA,,,,,,,,,,
2008,Allegan County MI,,,,,,,,,,
2008,Allegany County MD,,,,,,,,,,
2008,Allegany County NY,,,,,,,,,,
2008,Alleghany County NC,0,0,0,0,0,0,0,0,0,0
2008,Alleghany County VA,0,0,0,0,0,0,0,0,0,0
2008,Allegheny County PA,35,18.6,31,19.3,31,20.1,41,21.4,11,3.1
2008,Allen County IN,,,,,8,16.9,,,,
2008,Allen County KS,0,0,0,0,0,0,0,0,0,0
2008,Allen County KY,,,,,,,,,,
2008,Allen County OH,0,0,,,0,0,,,,
2008,Allen Parish LA,,,,,,,,,0,0
2008,Allendale County SC,,,,,,,,,,
2008,Alpena County MI,0,0,0,0,0,0,0,0,0,0
2008,Alpine County CA,,,,,,,,,,
2008,Amador County CA,,,,,,,,,,
2008,Amelia County VA,0,0,0,0,0,0,0,0,0,0
2008,Amherst County VA,,,,,,,,,,
2008,Amite County MS,,,,,,,,,,
2008,Anchorage Municipality AK,,,,,,,,,,
2008,Anderson County KS,,,,,,,,,,
2008,Anderson County KY,,,,,,,,,,
2008,Anderson County SC,,,5,22.6,5,20,,,,
2008,Anderson County TN,,,,,,,,,,
2008,Anderson County TX,,,10,97.2,5,51.8,7,92.9,,
2008,Andrew County MO,0,0,0,0,0,0,0,0,0,0
2008,Andrews County TX,,,,,,,,,,
2008,Androscoggin County ME,,,,,,,,,,
2008,Angelina County TX,,,,,,,,,,
2008,Anne Arundel County MD,14,16.6,23,34.6,25,32.2,26,31.9,13,10.9
2008,Anoka County MN,,,,,,,0,0,0,0
2008,Anson County NC,,,,,,,,,,
2008,Antelope County NE,0,0,0,0,0,0,0,0,0,0
2008,Antrim County MI,0,0,0,0,0,0,0,0,0,0
2008,Apache County AZ,,,0,0,,,,,0,0
2008,Appanoose County IA,0,0,0,0,0,0,0,0,0,0
2008,Appling County GA,,,,,,,,,,
2008,Appomattox County VA,0,0,0,0,0,0,0,0,0,0
2008,Aransas County TX,,,,,,,,,,
2008,Arapahoe County CO,5,5.7,18,22.7,22,27.6,15,18,8,6.6
2008,Archer County TX,0,0,0,0,0,0,0,0,0,0
2008,Archuleta County CO,0,0,0,0,0,0,0,0,0,0
2008,Arenac County MI,0,0,0,0,0,0,0,0,0,0
2008,Arkansas County AR,,,,,,,,,,
2008,Arlington County VA,,,13,22.2,17,51.6,13,52,,
2008,Armstrong County PA,0,0,0,0,0,0,0,0,0,0
2008,Armstrong County TX,0,0,0,0,0,0,0,0,0,0
2008,Aroostook County ME,,,,,,,,,,
2008,Arthur County NE,,,,,,,,,0,0
2008,Ascension Parish LA,,,5,32.8,,,,,0,0
2008,Ashe County NC,,,,,,,,,,
2008,Ashland County OH,,,,,,,,,,
2008,Ashland County WI,,,,,,,,,,
2008,Ashley County AR,0,0,0,0,0,0,0,0,0,0
2008,Ashtabula County OH,,,,,,,,,,
2008,Asotin County WA,,,,,,,,,,
2008,Assumption Parish LA,0,0,0,0,0,0,0,0,0,0
2008,Atascosa County TX,,,,,,,,,,
2008,Atchison County KS,,,,,,,,,,
2008,Atchison County MO,0,0,0,0,0,0,0,0,0,0
2008,Athens County OH,,,,,,,,,,
2008,Atkinson County GA,,,,,,,,,,
2008,Atlantic County NJ,,,12,37.9,16,42.1,13,30,,
2008,Atoka County OK,0,0,0,0,0,0,0,0,0,0
2008,Attala County MS,,,,,,,,,,
2008,Audrain County MO,,,,,,,,,,
2008,Audubon County IA,,,,,,,,,,
2008,Auglaize County OH,,,,,,,,,,
2008,Augusta County VA,,,,,,,,,,
2008,Aurora County SD,,,,,,,,,,
2008,Austin County TX,,,,,,,,,,
2008,Autauga County AL,,,,,,,,,0,0
2008,Avery County NC,0,0,0,0,0,0,0,0,0,0
2008,Avoyelles Parish LA,,,,,,,,,0,0
2008,Baca County CO,,,,,,,,,,
2008,Bacon County GA,0,0,,,,,0,0,,
2008,Bailey County TX,0,0,0,0,0,0,0,0,0,0
2008,Baker County FL,,,,,,,,,,
2008,Baker County GA,,,,,0,0,,,,
2008,Baker County OR,0,0,0,0,0,0,0,0,0,0
2008,Baldwin County AL,7,27.4,,,,,,,0,0
2008,Baldwin County GA,5,42.9,5,88.8,8,125.9,,,,
2008,Ballard County KY,,,,,,,,,,
2008,Baltimore City MD,131,117.6,131,119.7,194,236.4,210,238.6,122,85.8
2008,Baltimore County MD,31,24.2,53,49.1,57,53.5,44,36.8,26,12.8
2008,Bamberg County SC,,,0,0,,,,,0,0
2008,Bandera County TX,,,,,,,,,,
2008,Banks County GA,,,,,,,,,,
2008,Banner County NE,0,0,,,,,0,0,0,0
2008,Bannock County ID,,,,,,,,,,
2008,Baraga County MI,0,0,0,0,0,0,0,0,0,0
2008,Barber County KS,0,0,0,0,0,0,0,0,0,0
2008,Barbour County AL,,,,,0,0,,,,
2008,Barbour County WV,,,,,,,,,,
2008,Barnes County ND,,,,,,,,,,
2008,Barnstable County MA,,,,,,,,,,
2008,Barnwell County SC,,,,,,,,,,
2008,Barren County KY,,,,,,,,,,
2008,Barron County WI,,,,,,,,,,
2008,Barrow County GA,,,,,,,,,0,0
2008,Barry County MI,,,,,,,,,,
2008,Barry County MO,0,0,0,0,0,0,0,0,0,0
2008,Bartholomew County IN,,,,,,,,,,
2008,Barton County KS,,,,,,,,,,
2008,Barton County MO,0,0,0,0,0,0,0,0,0,0
2008,Bartow County GA,,,,,5,33.6,5,36.6,,
2008,Bastrop County TX,0,0,,,,,,,,
2008,Bates County MO,0,0,0,0,0,0,0,0,0,0
2008,Bath County KY,,,,,,,,,,
2008,Bath County VA,0,0,0,0,0,0,0,0,0,0
2008,Baxter County AR,,,,,,,,,,
2008,Bay County FL,,,8,36.4,9,41,6,24.3,,
2008,Bay County MI,,,,,,,,,,
2008,Bayfield County WI,0,0,0,0,0,0,0,0,0,0
2008,Baylor County TX,0,0,0,0,0,0,0,0,0,0
2008,Beadle County SD,,,,,,,,,,
2008,Bear Lake County ID,,,,,,,,,,
2008,Beaufort County NC,,,,,,,,,,
2008,Beaufort County SC,,,9,54.1,6,35.7,,,0,0
2008,Beauregard Parish LA,,,,,,,,,,
2008,Beaver County OK,0,0,0,0,0,0,0,0,0,0
2008,Beaver County PA,,,,,,,,,,
2008,Beaver County UT,0,0,0,0,0,0,0,0,0,0
2008,Beaverhead County MT,0,0,0,0,0,0,0,0,0,0
2008,Becker County MN,0,0,0,0,0,0,0,0,0,0
2008,Beckham County OK,,,,,,,,,,
2008,Bedford County PA,0,0,0,0,0,0,0,0,0,0
2008,Bedford County TN,,,,,,,,,,
2008,Bedford County VA,,,,,,,,,,
2008,Bee County TX,,,5,74.8,,,,,0,0
2008,Belknap County NH,,,,,,,,,,
2008,Bell County KY,,,,,,,,,,
2008,Bell County TX,,,11,25.8,6,16.9,9,27.5,,
2008,Belmont County OH,,,,,,,,,,
2008,Beltrami County MN,0,0,0,0,0,0,0,0,0,0
2008,Ben Hill County GA,0,0,,,,,,,,
2008,Benewah County ID,,,,,,,,,,
2008,Bennett County SD,,,,,,,,,,
2008,Bennington County VT,,,,,,,,,,
2008,Benson County ND,,,,,,,,,,
2008,Bent County CO,0,0,0,0,0,0,0,0,0,0
2008,Benton County AR,,,5,15.1,5,15.5,,,,
2008,Benton County IA,0,0,0,0,0,0,0,0,0,0
2008,Benton County IN,0,0,0,0,0,0,0,0,0,0
2008,Benton County MN,0,0,0,0,0,0,0,0,0,0
2008,Benton County MO,0,0,0,0,0,0,0,0,0,0
2008,Benton County MS,0,0,0,0,0,0,0,0,0,0
2008,Benton County OR,,,,,,,,,,
2008,Benton County TN,0,0,0,0,0,0,0,0,0,0
2008,Benton County WA,,,,,,,,,,
2008,Benzie County MI,,,,,,,,,,
2008,Bergen County NJ,6,4.6,14,14,20,14.8,17,11.6,10,4.2
2008,Berkeley County SC,5,15.7,,,6,24.8,,,,
2008,Berkeley County WV,,,,,6,38.7,,,,
2008,Berks County PA,,,15,31.7,15,26.4,9,14.7,,
2008,Berkshire County MA,,,,,,,,,,
2008,Bernalillo County NM,11,10.7,12,11.9,27,32.5,13,14.6,6,4.1
2008,Berrien County GA,,,0,0,,,,,,
2008,Berrien County MI,,,,,,,,,0,0
2008,Bertie County NC,,,,,,,,,,
2008,Bethel Census Area AK,,,,,,,,,,
2008,Bexar County TX,57,19.6,92,37.9,81,36.3,53,25.3,16,5
2008,Bibb County AL,,,,,,,,,,
2008,Bibb County GA,21,78.9,11,53.4,17,87.9,11,52.1,12,32.3
2008,Bienville Parish LA,0,0,,,,,,,,
2008,Big Horn County MT,0,0,0,0,0,0,0,0,0,0
2008,Big Horn County WY,0,0,0,0,0,0,0,0,0,0
2008,Big Stone County MN,0,0,0,0,0,0,0,0,0,0
2008,Billings County ND,,,,,,,,,,
2008,Bingham County ID,,,,,,,,,,
2008,Black Hawk County IA,0,0,,,,,0,0,0,0
2008,Blackford County IN,0,0,0,0,0,0,0,0,0,0
2008,Bladen County NC,,,,,,,0,0,0,0
2008,Blaine County ID,,,,,,,,,,
2008,Blaine County MT,0,0,0,0,0,0,0,0,0,0
2008,Blaine County NE,,,,,,,,,0,0
2008,Blaine County OK,,,,,,,,,,
2008,Blair County PA,,,,,,,,,,
2008,Blanco County TX,,,,,,,,,,
2008,Bland County VA,0,0,0,0,0,0,0,0,0,0
2008,Bleckley County GA,0,0,,,,,,,,
2008,Bledsoe County TN,0,0,0,0,0,0,0,0,0,0
2008,Blount County AL,,,,,,,,,,
2008,Blount County TN,,,,,,,,,,
2008,Blue Earth County MN,,,,,,,,,,
2008,Boise County ID,,,,,,,,,,
2008,Bolivar County MS,8,107.7,,,,,,,,
2008,Bollinger County MO,0,0,0,0,0,0,0,0,0,0
2008,Bon Homme County SD,,,,,,,,,,
2008,Bond County IL,,,,,,,,,,
2008,Bonner County ID,,,,,,,,,,
2008,Bonneville County ID,,,,,,,,,,
2008,Boone County AR,0,0,0,0,0,0,0,0,0,0
2008,Boone County IA,,,,,,,,,,
2008,Boone County IL,,,,,,,,,,
2008,Boone County IN,,,,,,,,,,
2008,Boone County KY,,,,,,,,,,
2008,Boone County MO,,,5,25.1,,,,,0,0
2008,Boone County NE,0,0,0,0,0,0,0,0,0,0
