Year,Full Name,FIPS,All Diag Cases,All Diag Rates,Population,Indicator
2013,Rhode Island,44.0,78,8.6,904623,HIV diagnoses
2012,Rhode Island,44.0,78,8.6,902455,HIV diagnoses
2011,Rhode Island,44.0,100,11.1,899628,HIV diagnoses
2010,Rhode Island,44.0,115,12.8,898501,HIV diagnoses
2009,Rhode Island,44.0,119,13.3,894466,HIV diagnoses
2008,Rhode Island,44.0,123,13.8,893608,HIV diagnoses
2018,South Carolina,45.0,719,16.8,4291438,HIV diagnoses
2017,South Carolina,45.0,711,16.8,4230737,HIV diagnoses
2016,South Carolina,45.0,746,17.9,4171070,HIV diagnoses
2015,South Carolina,45.0,667,16.2,4109463,HIV diagnoses
2014,South Carolina,45.0,763,18.9,4046632,HIV diagnoses
2013,South Carolina,45.0,707,17.7,3988907,HIV diagnoses
2012,South Carolina,45.0,700,17.8,3939204,HIV diagnoses
2011,South Carolina,45.0,741,19.0,3893958,HIV diagnoses
2010,South Carolina,45.0,767,19.9,3857440,HIV diagnoses
2009,South Carolina,45.0,759,20.1,3780746,HIV diagnoses
2008,South Carolina,45.0,709,19.0,3732320,HIV diagnoses
2018,South Dakota,46.0,28,3.9,722303,HIV diagnoses
2017,South Dakota,46.0,40,5.6,713932,HIV diagnoses
2016,South Dakota,46.0,43,6.1,704961,HIV diagnoses
2015,South Dakota,46.0,23,3.3,697811,HIV diagnoses
2014,South Dakota,46.0,29,4.2,694500,HIV diagnoses
2013,South Dakota,46.0,32,4.6,689289,HIV diagnoses
2012,South Dakota,46.0,25,3.7,682418,HIV diagnoses
2011,South Dakota,46.0,20,3.0,673889,HIV diagnoses
2010,South Dakota,46.0,32,4.8,668043,HIV diagnoses
2009,South Dakota,46.0,22,3.3,667951,HIV diagnoses
2008,South Dakota,46.0,28,4.2,661864,HIV diagnoses
2018,Tennessee,47.0,759,13.3,5691344,HIV diagnoses
2017,Tennessee,47.0,731,13.0,5631232,HIV diagnoses
2016,Tennessee,47.0,713,12.8,5570308,HIV diagnoses
2015,Tennessee,47.0,739,13.4,5518921,HIV diagnoses
2014,Tennessee,47.0,754,13.8,5471517,HIV diagnoses
2013,Tennessee,47.0,770,14.2,5424065,HIV diagnoses
2012,Tennessee,47.0,853,15.9,5379876,HIV diagnoses
2011,Tennessee,47.0,844,15.8,5326756,HIV diagnoses
2010,Tennessee,47.0,856,16.2,5282732,HIV diagnoses
2009,Tennessee,47.0,931,17.8,5219117,HIV diagnoses
2008,Tennessee,47.0,998,19.3,5169975,HIV diagnoses
2018,Texas,48.0,4483,19.2,23369741,HIV diagnoses
2017,Texas,48.0,4358,18.9,23007851,HIV diagnoses
2016,Texas,48.0,4523,20.0,22647866,HIV diagnoses
2015,Texas,48.0,4532,20.4,22243749,HIV diagnoses
2014,Texas,48.0,4417,20.3,21802872,HIV diagnoses
2013,Texas,48.0,4340,20.3,21367395,HIV diagnoses
2012,Texas,48.0,4324,20.6,20998376,HIV diagnoses
2011,Texas,48.0,4280,20.8,20595015,HIV diagnoses
2010,Texas,48.0,4455,22.0,20237059,HIV diagnoses
2009,Texas,48.0,4356,22.2,19664635,HIV diagnoses
2008,Texas,48.0,4171,21.6,19307235,HIV diagnoses
2018,Utah,49.0,121,4.9,2487739,HIV diagnoses
2017,Utah,49.0,117,4.8,2430127,HIV diagnoses
2016,Utah,49.0,139,5.9,2371090,HIV diagnoses
2015,Utah,49.0,122,5.3,2314417,HIV diagnoses
2014,Utah,49.0,114,5.0,2271476,HIV diagnoses
2013,Utah,49.0,109,4.9,2233017,HIV diagnoses
2012,Utah,49.0,122,5.6,2191305,HIV diagnoses
2011,Utah,49.0,107,5.0,2154045,HIV diagnoses
2010,Utah,49.0,85,4.0,2119571,HIV diagnoses
2009,Utah,49.0,122,5.7,2126805,HIV diagnoses
2008,Utah,49.0,131,6.3,2086097,HIV diagnoses
2018,Vermont,50.0,18,3.3,545217,HIV diagnoses
2017,Vermont,50.0,20,3.7,542961,HIV diagnoses
2016,Vermont,50.0,5,0.9,541260,HIV diagnoses
2015,Vermont,50.0,14,2.6,541601,HIV diagnoses
2014,Vermont,50.0,17,3.1,540870,HIV diagnoses
2013,Vermont,50.0,13,2.4,540922,HIV diagnoses
2012,Vermont,50.0,14,2.6,539641,HIV diagnoses
2011,Vermont,50.0,13,2.4,539325,HIV diagnoses
2010,Vermont,50.0,20,3.7,537095,HIV diagnoses
2009,Vermont,50.0,18,3.4,535123,HIV diagnoses
2008,Vermont,50.0,18,3.4,533825,HIV diagnoses
2018,Virginia,51.0,867,12.1,7174624,HIV diagnoses
2017,Virginia,51.0,865,12.1,7121557,HIV diagnoses
2016,Virginia,51.0,906,12.8,7066986,HIV diagnoses
2015,Virginia,51.0,955,13.6,7020016,HIV diagnoses
2014,Virginia,51.0,901,12.9,6970605,HIV diagnoses
2013,Virginia,51.0,944,13.7,6909745,HIV diagnoses
2012,Virginia,51.0,934,13.7,6842130,HIV diagnoses
2011,Virginia,51.0,897,13.3,6763179,HIV diagnoses
2010,Virginia,51.0,994,14.9,6692503,HIV diagnoses
2009,Virginia,51.0,980,15.0,6543736,HIV diagnoses
2008,Virginia,51.0,1067,16.5,6472126,HIV diagnoses
2018,Washington,53.0,503,8.0,6325104,HIV diagnoses
2017,Washington,53.0,433,7.0,6224655,HIV diagnoses
2016,Washington,53.0,425,7.0,6109614,HIV diagnoses
2015,Washington,53.0,451,7.5,5995009,HIV diagnoses
2014,Washington,53.0,439,7.4,5896287,HIV diagnoses
2013,Washington,53.0,444,7.6,5813109,HIV diagnoses
2012,Washington,53.0,496,8.6,5746623,HIV diagnoses
2011,Washington,53.0,479,8.4,5679657,HIV diagnoses
2010,Washington,53.0,538,9.6,5607944,HIV diagnoses
2009,Washington,53.0,526,9.5,5532584,HIV diagnoses
2008,Washington,53.0,523,9.6,5451257,HIV diagnoses
2018,West Virginia,54.0,85,5.5,1546902,HIV diagnoses
2017,West Virginia,54.0,76,4.9,1554542,HIV diagnoses
2016,West Virginia,54.0,68,4.3,1564167,HIV diagnoses
2015,West Virginia,54.0,72,4.6,1572368,HIV diagnoses
2014,West Virginia,54.0,84,5.3,1578153,HIV diagnoses
2013,West Virginia,54.0,73,4.6,1581193,HIV diagnoses
2012,West Virginia,54.0,80,5.1,1582449,HIV diagnoses
2011,West Virginia,54.0,85,5.4,1581533,HIV diagnoses
2010,West Virginia,54.0,73,4.6,1578821,HIV diagnoses
2009,West Virginia,54.0,76,4.9,1544706,HIV diagnoses
2008,West Virginia,54.0,82,5.3,1540309,HIV diagnoses
2018,Wisconsin,55.0,210,4.3,4907884,HIV diagnoses
2017,Wisconsin,55.0,259,5.3,4881522,HIV diagnoses
2016,Wisconsin,55.0,229,4.7,4857498,HIV diagnoses
2015,Wisconsin,55.0,225,4.6,4840448,HIV diagnoses
2014,Wisconsin,55.0,217,4.5,4825931,HIV diagnoses
2013,Wisconsin,55.0,243,5.1,4804606,HIV diagnoses
2012,Wisconsin,55.0,217,4.5,4779842,HIV diagnoses
2011,Wisconsin,55.0,242,5.1,4758800,HIV diagnoses
2010,Wisconsin,55.0,252,5.3,4739083,HIV diagnoses
2009,Wisconsin,55.0,278,5.9,4722053,HIV diagnoses
2008,Wisconsin,55.0,236,5.0,4697333,HIV diagnoses
2018,Wyoming,56.0,12,2.5,480114,HIV diagnoses
2017,Wyoming,56.0,10,2.1,479567,HIV diagnoses
2016,Wyoming,56.0,21,4.4,482500,HIV diagnoses
2015,Wyoming,56.0,17,3.5,483034,HIV diagnoses
2014,Wyoming,56.0,10,2.1,480901,HIV diagnoses
2013,Wyoming,56.0,16,3.3,480996,HIV diagnoses
2012,Wyoming,56.0,7,1.5,475893,HIV diagnoses
2011,Wyoming,56.0,15,3.2,467723,HIV diagnoses
2010,Wyoming,56.0,19,4.1,465119,HIV diagnoses
2009,Wyoming,56.0,20,4.5,447838,HIV diagnoses
2008,Wyoming,56.0,23,5.2,439967,HIV diagnoses
2017,Abbeville County SC,45001.0,,,,HIV diagnoses
2016,Abbeville County SC,45001.0,,,,HIV diagnoses
2015,Abbeville County SC,45001.0,,,,HIV diagnoses
2014,Abbeville County SC,45001.0,5,23.7,21075,HIV diagnoses
2013,Abbeville County SC,45001.0,,,,HIV diagnoses
2012,Abbeville County SC,45001.0,,,,HIV diagnoses
2011,Abbeville County SC,45001.0,,,,HIV diagnoses
2010,Abbeville County SC,45001.0,,,,HIV diagnoses
2009,Abbeville County SC,45001.0,,,,HIV diagnoses
2008,Abbeville County SC,45001.0,,,,HIV diagnoses
2018,Acadia Parish LA,22001.0,10,19.8,50606,HIV diagnoses
2017,Acadia Parish LA,22001.0,6,11.8,50783,HIV diagnoses
2016,Acadia Parish LA,22001.0,12,23.6,50906,HIV diagnoses
2015,Acadia Parish LA,22001.0,6,11.8,50733,HIV diagnoses
2014,Acadia Parish LA,22001.0,6,11.8,50651,HIV diagnoses
2013,Acadia Parish LA,22001.0,7,13.9,50280,HIV diagnoses
2012,Acadia Parish LA,22001.0,,,,HIV diagnoses
2011,Acadia Parish LA,22001.0,8,16.1,49793,HIV diagnoses
2010,Acadia Parish LA,22001.0,9,18.1,49736,HIV diagnoses
2009,Acadia Parish LA,22001.0,10,20.8,48081,HIV diagnoses
2008,Acadia Parish LA,22001.0,5,10.4,48028,HIV diagnoses
2018,Accomack County VA,51001.0,,,,HIV diagnoses
2017,Accomack County VA,51001.0,,,,HIV diagnoses
2016,Accomack County VA,51001.0,0,0,27910,HIV diagnoses
2015,Accomack County VA,51001.0,6,21.5,27904,HIV diagnoses
2014,Accomack County VA,51001.0,7,25,27964,HIV diagnoses
2013,Accomack County VA,51001.0,5,17.9,27945,HIV diagnoses
2012,Accomack County VA,51001.0,,,,HIV diagnoses
2011,Accomack County VA,51001.0,,,,HIV diagnoses
2010,Accomack County VA,51001.0,0,0,28124,HIV diagnoses
2009,Accomack County VA,51001.0,,,,HIV diagnoses
2008,Accomack County VA,51001.0,,,,HIV diagnoses
2018,Ada County ID,16001.0,14,3.6,391848,HIV diagnoses
2017,Ada County ID,16001.0,17,4.5,379392,HIV diagnoses
2016,Ada County ID,16001.0,11,3,368126,HIV diagnoses
2015,Ada County ID,16001.0,18,5,356854,HIV diagnoses
2014,Ada County ID,16001.0,11,3.1,349356,HIV diagnoses
2013,Ada County ID,16001.0,15,4.4,340146,HIV diagnoses
2012,Ada County ID,16001.0,19,5.7,332649,HIV diagnoses
2011,Ada County ID,16001.0,22,6.8,325159,HIV diagnoses
2010,Ada County ID,16001.0,18,5.7,317604,HIV diagnoses
2009,Ada County ID,16001.0,17,5.5,311241,HIV diagnoses
2008,Ada County ID,16001.0,9,2.9,306746,HIV diagnoses
2018,Adair County MO,29001.0,0,0,22046,HIV diagnoses
2017,Adair County MO,29001.0,,,,HIV diagnoses
2016,Adair County MO,29001.0,,,,HIV diagnoses
2015,Adair County MO,29001.0,0,0,21981,HIV diagnoses
2014,Adair County MO,29001.0,,,,HIV diagnoses
2013,Adair County MO,29001.0,,,,HIV diagnoses
2012,Adair County MO,29001.0,0,0,22196,HIV diagnoses
2011,Adair County MO,29001.0,,,,HIV diagnoses
2010,Adair County MO,29001.0,,,,HIV diagnoses
2009,Adair County MO,29001.0,0,0,21648,HIV diagnoses
2008,Adair County MO,29001.0,0,0,21548,HIV diagnoses
2018,Adair County IA,19001.0,0,0,5993,HIV diagnoses
2017,Adair County IA,19001.0,0,0,5984,HIV diagnoses
2016,Adair County IA,19001.0,0,0,5935,HIV diagnoses
2015,Adair County IA,19001.0,0,0,6063,HIV diagnoses
2014,Adair County IA,19001.0,0,0,6235,HIV diagnoses
2013,Adair County IA,19001.0,0,0,6262,HIV diagnoses
2012,Adair County IA,19001.0,0,0,6342,HIV diagnoses
2011,Adair County IA,19001.0,0,0,6383,HIV diagnoses
2010,Adair County IA,19001.0,0,0,6470,HIV diagnoses
2009,Adair County IA,19001.0,0,0,6286,HIV diagnoses
2008,Adair County IA,19001.0,0,0,6349,HIV diagnoses
2018,Adair County OK,40001.0,0,0,17876,HIV diagnoses
2017,Adair County OK,40001.0,,,,HIV diagnoses
2016,Adair County OK,40001.0,0,0,17951,HIV diagnoses
2015,Adair County OK,40001.0,0,0,17962,HIV diagnoses
2014,Adair County OK,40001.0,,,,HIV diagnoses
2013,Adair County OK,40001.0,,,,HIV diagnoses
2012,Adair County OK,40001.0,,,,HIV diagnoses
2011,Adair County OK,40001.0,0,0,18169,HIV diagnoses
2010,Adair County OK,40001.0,0,0,18172,HIV diagnoses
2009,Adair County OK,40001.0,0,0,17303,HIV diagnoses
2008,Adair County OK,40001.0,,,,HIV diagnoses
2018,Adair County KY,21001.0,,,,HIV diagnoses
2017,Adair County KY,21001.0,,,,HIV diagnoses
2016,Adair County KY,21001.0,,,,HIV diagnoses
2015,Adair County KY,21001.0,,,,HIV diagnoses
2014,Adair County KY,21001.0,,,,HIV diagnoses
2013,Adair County KY,21001.0,,,,HIV diagnoses
2012,Adair County KY,21001.0,,,,HIV diagnoses
2011,Adair County KY,21001.0,,,,HIV diagnoses
2010,Adair County KY,21001.0,,,,HIV diagnoses
2009,Adair County KY,21001.0,,,,HIV diagnoses
2008,Adair County KY,21001.0,,,,HIV diagnoses
2018,Adams County PA,42001.0,,,,HIV diagnoses
2017,Adams County PA,42001.0,,,,HIV diagnoses
2016,Adams County PA,42001.0,7,8,87284,HIV diagnoses
2015,Adams County PA,42001.0,,,,HIV diagnoses
2014,Adams County PA,42001.0,,,,HIV diagnoses
2013,Adams County PA,42001.0,,,,HIV diagnoses
2012,Adams County PA,42001.0,,,,HIV diagnoses
2011,Adams County PA,42001.0,8,9.3,86131,HIV diagnoses
2010,Adams County PA,42001.0,,,,HIV diagnoses
2009,Adams County PA,42001.0,,,,HIV diagnoses
2008,Adams County PA,42001.0,,,,HIV diagnoses
2018,Adams County MS,28001.0,9,33.7,26672,HIV diagnoses
2017,Adams County MS,28001.0,,,,HIV diagnoses
2016,Adams County MS,28001.0,,,,HIV diagnoses
2015,Adams County MS,28001.0,5,18.7,26801,HIV diagnoses
2014,Adams County MS,28001.0,,,,HIV diagnoses
2013,Adams County MS,28001.0,5,18.4,27234,HIV diagnoses
2012,Adams County MS,28001.0,11,40.5,27164,HIV diagnoses
2011,Adams County MS,28001.0,,,,HIV diagnoses
2010,Adams County MS,28001.0,,,,HIV diagnoses
2009,Adams County MS,28001.0,5,19.7,25404,HIV diagnoses
2008,Adams County MS,28001.0,,,,HIV diagnoses
2018,Adams County WA,53001.0,,,,HIV diagnoses
2017,Adams County WA,53001.0,0,0,14438,HIV diagnoses
2016,Adams County WA,53001.0,0,0,14200,HIV diagnoses
2015,Adams County WA,53001.0,,,,HIV diagnoses
2014,Adams County WA,53001.0,0,0,14103,HIV diagnoses
2013,Adams County WA,53001.0,0,0,14053,HIV diagnoses
2012,Adams County WA,53001.0,0,0,13939,HIV diagnoses
2011,Adams County WA,53001.0,,,,HIV diagnoses
2010,Adams County WA,53001.0,0,0,13883,HIV diagnoses
2009,Adams County WA,53001.0,,,,HIV diagnoses
2008,Adams County WA,53001.0,0,0,12580,HIV diagnoses
2018,Adams County IA,19003.0,0,0,3084,HIV diagnoses
2017,Adams County IA,19003.0,0,0,3086,HIV diagnoses
2016,Adams County IA,19003.0,0,0,3101,HIV diagnoses
2015,Adams County IA,19003.0,0,0,3172,HIV diagnoses
2014,Adams County IA,19003.0,,,,HIV diagnoses
2013,Adams County IA,19003.0,0,0,3305,HIV diagnoses
2012,Adams County IA,19003.0,0,0,3336,HIV diagnoses
2011,Adams County IA,19003.0,0,0,3416,HIV diagnoses
2010,Adams County IA,19003.0,0,0,3433,HIV diagnoses
2009,Adams County IA,19003.0,0,0,3358,HIV diagnoses
2008,Adams County IA,19003.0,0,0,3425,HIV diagnoses
2018,Adams County IN,18001.0,,,,HIV diagnoses
2017,Adams County IN,18001.0,,,,HIV diagnoses
2016,Adams County IN,18001.0,0,0,27066,HIV diagnoses
2015,Adams County IN,18001.0,,,,HIV diagnoses
2014,Adams County IN,18001.0,0,0,26717,HIV diagnoses
2013,Adams County IN,18001.0,,,,HIV diagnoses
2012,Adams County IN,18001.0,0,0,26508,HIV diagnoses
2011,Adams County IN,18001.0,0,0,26495,HIV diagnoses
2010,Adams County IN,18001.0,,,,HIV diagnoses
2009,Adams County IN,18001.0,0,0,26553,HIV diagnoses
2008,Adams County IN,18001.0,,,,HIV diagnoses
2018,Adams County OH,39001.0,,,,HIV diagnoses
2017,Adams County OH,39001.0,0,0,23112,HIV diagnoses
2016,Adams County OH,39001.0,,,,HIV diagnoses
2015,Adams County OH,39001.0,,,,HIV diagnoses
2014,Adams County OH,39001.0,,,,HIV diagnoses
2013,Adams County OH,39001.0,,,,HIV diagnoses
2012,Adams County OH,39001.0,0,0,23285,HIV diagnoses
2011,Adams County OH,39001.0,,,,HIV diagnoses
2010,Adams County OH,39001.0,0,0,23438,HIV diagnoses
2009,Adams County OH,39001.0,0,0,23198,HIV diagnoses
2008,Adams County OH,39001.0,0,0,23260,HIV diagnoses
2018,Adams County ND,38001.0,0,0,1978,HIV diagnoses
2017,Adams County ND,38001.0,0,0,2009,HIV diagnoses
2016,Adams County ND,38001.0,0,0,2013,HIV diagnoses
2015,Adams County ND,38001.0,0,0,2063,HIV diagnoses
2014,Adams County ND,38001.0,0,0,2059,HIV diagnoses
2013,Adams County ND,38001.0,0,0,2072,HIV diagnoses
2012,Adams County ND,38001.0,0,0,2030,HIV diagnoses
2011,Adams County ND,38001.0,0,0,2015,HIV diagnoses
2010,Adams County ND,38001.0,0,0,2044,HIV diagnoses
2009,Adams County ND,38001.0,0,0,1975,HIV diagnoses
2008,Adams County ND,38001.0,0,0,2004,HIV diagnoses
2018,Adams County WI,55001.0,0,0,18336,HIV diagnoses
2017,Adams County WI,55001.0,,,,HIV diagnoses
2016,Adams County WI,55001.0,0,0,17940,HIV diagnoses
2015,Adams County WI,55001.0,,,,HIV diagnoses
2014,Adams County WI,55001.0,0,0,18062,HIV diagnoses
2013,Adams County WI,55001.0,0,0,18265,HIV diagnoses
2012,Adams County WI,55001.0,,,,HIV diagnoses
2011,Adams County WI,55001.0,,,,HIV diagnoses
2010,Adams County WI,55001.0,0,0,18545,HIV diagnoses
2009,Adams County WI,55001.0,0,0,17845,HIV diagnoses
2008,Adams County WI,55001.0,0,0,17995,HIV diagnoses
2018,Adams County NE,31001.0,,,,HIV diagnoses
2017,Adams County NE,31001.0,,,,HIV diagnoses
2016,Adams County NE,31001.0,,,,HIV diagnoses
2015,Adams County NE,31001.0,0,0,26244,HIV diagnoses
2014,Adams County NE,31001.0,,,,HIV diagnoses
2013,Adams County NE,31001.0,,,,HIV diagnoses
2012,Adams County NE,31001.0,,,,HIV diagnoses
2011,Adams County NE,31001.0,0,0,25877,HIV diagnoses
2010,Adams County NE,31001.0,0,0,25916,HIV diagnoses
2009,Adams County NE,31001.0,,,,HIV diagnoses
2008,Adams County NE,31001.0,0,0,27522,HIV diagnoses
2018,Adams County IL,17001.0,0,0,55066,HIV diagnoses
2017,Adams County IL,17001.0,,,,HIV diagnoses
2016,Adams County IL,17001.0,6,10.8,55607,HIV diagnoses
2015,Adams County IL,17001.0,,,,HIV diagnoses
2014,Adams County IL,17001.0,,,,HIV diagnoses
2013,Adams County IL,17001.0,,,,HIV diagnoses
2012,Adams County IL,17001.0,,,,HIV diagnoses
2011,Adams County IL,17001.0,,,,HIV diagnoses
2010,Adams County IL,17001.0,,,,HIV diagnoses
2009,Adams County IL,17001.0,0,0,56261,HIV diagnoses
2008,Adams County IL,17001.0,,,,HIV diagnoses
2018,Adams County ID,16003.0,0,0,3718,HIV diagnoses
2017,Adams County ID,16003.0,0,0,3606,HIV diagnoses
2016,Adams County ID,16003.0,0,0,3454,HIV diagnoses
2015,Adams County ID,16003.0,,,,HIV diagnoses
2014,Adams County ID,16003.0,0,0,3432,HIV diagnoses
2013,Adams County ID,16003.0,0,0,3407,HIV diagnoses
2012,Adams County ID,16003.0,0,0,3432,HIV diagnoses
2011,Adams County ID,16003.0,0,0,3464,HIV diagnoses
2010,Adams County ID,16003.0,0,0,3447,HIV diagnoses
2009,Adams County ID,16003.0,,,,HIV diagnoses
2008,Adams County ID,16003.0,0,0,3086,HIV diagnoses
2018,Adams County CO,8001.0,48,11.6,414377,HIV diagnoses
2017,Adams County CO,8001.0,66,16.3,406116,HIV diagnoses
2016,Adams County CO,8001.0,39,9.8,399056,HIV diagnoses
2015,Adams County CO,8001.0,36,9.2,391191,HIV diagnoses
2014,Adams County CO,8001.0,35,9.2,381665,HIV diagnoses
2013,Adams County CO,8001.0,32,8.6,372045,HIV diagnoses
2012,Adams County CO,8001.0,43,11.8,363370,HIV diagnoses
2011,Adams County CO,8001.0,40,11.2,355715,HIV diagnoses
2010,Adams County CO,8001.0,48,13.8,348664,HIV diagnoses
2009,Adams County CO,8001.0,55,15.9,346629,HIV diagnoses
2008,Adams County CO,8001.0,65,19.2,337883,HIV diagnoses
2018,Addison County VT,50001.0,,,,HIV diagnoses
2017,Addison County VT,50001.0,,,,HIV diagnoses
2016,Addison County VT,50001.0,,,,HIV diagnoses
2015,Addison County VT,50001.0,,,,HIV diagnoses
2014,Addison County VT,50001.0,0,0,32355,HIV diagnoses
2013,Addison County VT,50001.0,0,0,32309,HIV diagnoses
2012,Addison County VT,50001.0,,,,HIV diagnoses
2011,Addison County VT,50001.0,0,0,32120,HIV diagnoses
2010,Addison County VT,50001.0,,,,HIV diagnoses
2009,Addison County VT,50001.0,0,0,31627,HIV diagnoses
2008,Addison County VT,50001.0,,,,HIV diagnoses
2018,Aiken County SC,45003.0,24,16.8,143165,HIV diagnoses
2017,Aiken County SC,45003.0,18,12.7,142017,HIV diagnoses
2016,Aiken County SC,45003.0,20,14.2,140962,HIV diagnoses
2015,Aiken County SC,45003.0,21,15,139675,HIV diagnoses
2014,Aiken County SC,45003.0,17,12.3,138256,HIV diagnoses
2013,Aiken County SC,45003.0,21,15.3,137537,HIV diagnoses
2012,Aiken County SC,45003.0,27,19.8,136562,HIV diagnoses
2011,Aiken County SC,45003.0,14,10.3,135355,HIV diagnoses
2010,Aiken County SC,45003.0,16,11.9,134236,HIV diagnoses
2009,Aiken County SC,45003.0,25,19.2,130316,HIV diagnoses
2008,Aiken County SC,45003.0,15,11.6,128988,HIV diagnoses
2018,Aitkin County MN,27001.0,0,0,14058,HIV diagnoses
2017,Aitkin County MN,27001.0,0,0,13943,HIV diagnoses
2016,Aitkin County MN,27001.0,0,0,13898,HIV diagnoses
2015,Aitkin County MN,27001.0,,,,HIV diagnoses
2014,Aitkin County MN,27001.0,0,0,13966,HIV diagnoses
2013,Aitkin County MN,27001.0,0,0,13954,HIV diagnoses
2012,Aitkin County MN,27001.0,0,0,14060,HIV diagnoses
2011,Aitkin County MN,27001.0,,,,HIV diagnoses
2010,Aitkin County MN,27001.0,0,0,14147,HIV diagnoses
2009,Aitkin County MN,27001.0,0,0,13685,HIV diagnoses
2008,Aitkin County MN,27001.0,0,0,13876,HIV diagnoses
2018,Alachua County FL,12001.0,41,17.5,234099,HIV diagnoses
2017,Alachua County FL,12001.0,50,21.6,231469,HIV diagnoses
2016,Alachua County FL,12001.0,40,17.5,229145,HIV diagnoses
2015,Alachua County FL,12001.0,56,24.9,224897,HIV diagnoses
2014,Alachua County FL,12001.0,65,29.3,221790,HIV diagnoses
2013,Alachua County FL,12001.0,46,21,219291,HIV diagnoses
2012,Alachua County FL,12001.0,49,22.4,218613,HIV diagnoses
2011,Alachua County FL,12001.0,61,28.1,217360,HIV diagnoses
2010,Alachua County FL,12001.0,47,21.8,215768,HIV diagnoses
2009,Alachua County FL,12001.0,66,31.3,211084,HIV diagnoses
2008,Alachua County FL,12001.0,69,32.9,209940,HIV diagnoses
2018,Alamance County NC,37001.0,20,14.3,140226,HIV diagnoses
2017,Alamance County NC,37001.0,22,16,137651,HIV diagnoses
2016,Alamance County NC,37001.0,19,14.1,134901,HIV diagnoses
2015,Alamance County NC,37001.0,14,10.6,131837,HIV diagnoses
2014,Alamance County NC,37001.0,17,13,130340,HIV diagnoses
2013,Alamance County NC,37001.0,19,14.7,129044,HIV diagnoses
2012,Alamance County NC,37001.0,14,10.9,127901,HIV diagnoses
2011,Alamance County NC,37001.0,19,14.9,127147,HIV diagnoses
2010,Alamance County NC,37001.0,21,16.7,125910,HIV diagnoses
2009,Alamance County NC,37001.0,16,12.9,123686,HIV diagnoses
2008,Alamance County NC,37001.0,32,26.3,121794,HIV diagnoses
2018,Alameda County CA,6001.0,198,14,1417180,HIV diagnoses
2017,Alameda County CA,6001.0,204,14.5,1406803,HIV diagnoses
2016,Alameda County CA,6001.0,268,19.2,1397339,HIV diagnoses
2015,Alameda County CA,6001.0,261,18.9,1380758,HIV diagnoses
2014,Alameda County CA,6001.0,210,15.5,1356627,HIV diagnoses
2013,Alameda County CA,6001.0,214,16.1,1329829,HIV diagnoses
2012,Alameda County CA,6001.0,231,17.7,1305421,HIV diagnoses
2011,Alameda County CA,6001.0,215,16.7,1283904,HIV diagnoses
2010,Alameda County CA,6001.0,236,18.6,1267084,HIV diagnoses
2009,Alameda County CA,6001.0,268,21.6,1238276,HIV diagnoses
2008,Alameda County CA,6001.0,231,18.9,1220968,HIV diagnoses
2018,Alamosa County CO,8003.0,,,,HIV diagnoses
2017,Alamosa County CO,8003.0,,,,HIV diagnoses
2016,Alamosa County CO,8003.0,,,,HIV diagnoses
2015,Alamosa County CO,8003.0,,,,HIV diagnoses
2014,Alamosa County CO,8003.0,,,,HIV diagnoses
2013,Alamosa County CO,8003.0,0,0,13266,HIV diagnoses
2012,Alamosa County CO,8003.0,,,,HIV diagnoses
2011,Alamosa County CO,8003.0,0,0,13233,HIV diagnoses
2010,Alamosa County CO,8003.0,,,,HIV diagnoses
2009,Alamosa County CO,8003.0,,,,HIV diagnoses
2008,Alamosa County CO,8003.0,0,0,12560,HIV diagnoses
2018,Albany County WY,56001.0,,,,HIV diagnoses
2017,Albany County WY,56001.0,0,0,33766,HIV diagnoses
2016,Albany County WY,56001.0,,,,HIV diagnoses
2015,Albany County WY,56001.0,0,0,33244,HIV diagnoses
2014,Albany County WY,56001.0,,,,HIV diagnoses
2013,Albany County WY,56001.0,,,,HIV diagnoses
2012,Albany County WY,56001.0,,,,HIV diagnoses
2011,Albany County WY,56001.0,0,0,32304,HIV diagnoses
2010,Albany County WY,56001.0,,,,HIV diagnoses
2009,Albany County WY,56001.0,,,,HIV diagnoses
2008,Albany County WY,56001.0,,,,HIV diagnoses
2018,Albany County NY,36001.0,26,9.7,267131,HIV diagnoses
2017,Albany County NY,36001.0,35,13.1,267347,HIV diagnoses
2016,Albany County NY,36001.0,25,9.4,267121,HIV diagnoses
2015,Albany County NY,36001.0,24,9,266876,HIV diagnoses
2014,Albany County NY,36001.0,27,10.1,266434,HIV diagnoses
2013,Albany County NY,36001.0,26,9.8,265792,HIV diagnoses
2012,Albany County NY,36001.0,42,15.9,264631,HIV diagnoses
2011,Albany County NY,36001.0,30,11.4,263277,HIV diagnoses
