Indicator,Year,Geography,FIPS,Cases,Rate per 100000,Population
HIV prevalence,2009,"Alfalfa County, OK",40003,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Alfalfa County, OK",40003,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Alger County, MI",26003,7,85.3,"8,207"
HIV prevalence,2016,"Alger County, MI",26003,7,85.4,"8,195"
HIV prevalence,2015,"Alger County, MI",26003,Data suppressed,Data suppressed,NA
HIV prevalence,2014,"Alger County, MI",26003,5,59.7,"8,372"
HIV prevalence,2013,"Alger County, MI",26003,5,59.3,"8,429"
HIV prevalence,2012,"Alger County, MI",26003,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Alger County, MI",26003,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Alger County, MI",26003,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Alger County, MI",26003,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Alger County, MI",26003,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Allamakee County, IA",19005,7,61.2,"11,447"
HIV prevalence,2016,"Allamakee County, IA",19005,5,43.4,"11,528"
HIV prevalence,2015,"Allamakee County, IA",19005,5,43.2,"11,583"
HIV prevalence,2014,"Allamakee County, IA",19005,6,51.1,"11,751"
HIV prevalence,2013,"Allamakee County, IA",19005,5,42.5,"11,768"
HIV prevalence,2012,"Allamakee County, IA",19005,6,50.6,"11,855"
HIV prevalence,2011,"Allamakee County, IA",19005,6,50.4,"11,916"
HIV prevalence,2010,"Allamakee County, IA",19005,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Allamakee County, IA",19005,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Allamakee County, IA",19005,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Allegan County, MI",26005,119,123.5,"96,391"
HIV prevalence,2016,"Allegan County, MI",26005,96,100.9,"95,183"
HIV prevalence,2015,"Allegan County, MI",26005,78,82.7,"94,274"
HIV prevalence,2014,"Allegan County, MI",26005,77,82.3,"93,505"
HIV prevalence,2013,"Allegan County, MI",26005,93,100.9,"92,210"
HIV prevalence,2012,"Allegan County, MI",26005,83,90.6,"91,588"
HIV prevalence,2011,"Allegan County, MI",26005,72,79.1,"91,050"
HIV prevalence,2010,"Allegan County, MI",26005,74,81.3,"91,032"
HIV prevalence,2009,"Allegan County, MI",26005,67,71.9,"93,138"
HIV prevalence,2008,"Allegan County, MI",26005,64,68.9,"92,872"
HIV prevalence,2017,"Allegany County, MD",24001,135,215.5,"62,652"
HIV prevalence,2016,"Allegany County, MD",24001,129,204.2,"63,175"
HIV prevalence,2015,"Allegany County, MD",24001,135,212.7,"63,468"
HIV prevalence,2014,"Allegany County, MD",24001,120,187.8,"63,893"
HIV prevalence,2013,"Allegany County, MD",24001,124,192.5,"64,426"
HIV prevalence,2012,"Allegany County, MD",24001,119,183.9,"64,709"
HIV prevalence,2011,"Allegany County, MD",24001,115,176.3,"65,225"
HIV prevalence,2010,"Allegany County, MD",24001,107,163.3,"65,541"
HIV prevalence,2009,"Allegany County, MD",24001,86,135.6,"63,399"
HIV prevalence,2008,"Allegany County, MD",24001,83,130.8,"63,447"
HIV prevalence,2017,"Allegany County, NY",36003,34,84.9,"40,037"
HIV prevalence,2016,"Allegany County, NY",36003,31,76.9,"40,327"
HIV prevalence,2015,"Allegany County, NY",36003,34,83.8,"40,569"
HIV prevalence,2014,"Allegany County, NY",36003,35,85.8,"40,803"
HIV prevalence,2013,"Allegany County, NY",36003,32,78.2,"40,911"
HIV prevalence,2012,"Allegany County, NY",36003,29,70.6,"41,074"
HIV prevalence,2011,"Allegany County, NY",36003,26,62.6,"41,526"
HIV prevalence,2010,"Allegany County, NY",36003,26,62.5,"41,621"
HIV prevalence,2009,"Allegany County, NY",36003,24,57.1,"42,062"
HIV prevalence,2008,"Allegany County, NY",36003,22,52.1,"42,246"
HIV prevalence,2017,"Alleghany County, VA",51005,19,144,"13,198"
HIV prevalence,2016,"Alleghany County, VA",51005,20,149.3,"13,393"
HIV prevalence,2015,"Alleghany County, VA",51005,17,126.8,"13,402"
HIV prevalence,2014,"Alleghany County, VA",51005,17,125.6,"13,538"
HIV prevalence,2013,"Alleghany County, VA",51005,18,131.1,"13,735"
HIV prevalence,2012,"Alleghany County, VA",51005,18,130.5,"13,788"
HIV prevalence,2011,"Alleghany County, VA",51005,14,100.8,"13,888"
HIV prevalence,2010,"Alleghany County, VA",51005,12,86.5,"13,878"
HIV prevalence,2009,"Alleghany County, VA",51005,14,101.7,"13,770"
HIV prevalence,2008,"Alleghany County, VA",51005,13,93.9,"13,843"
HIV prevalence,2017,"Alleghany County, NC",37005,5,51.7,"9,672"
HIV prevalence,2016,"Alleghany County, NC",37005,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Alleghany County, NC",37005,Data suppressed,Data suppressed,NA
HIV prevalence,2014,"Alleghany County, NC",37005,6,62.9,"9,535"
HIV prevalence,2013,"Alleghany County, NC",37005,5,52.4,"9,533"
HIV prevalence,2012,"Alleghany County, NC",37005,5,52.7,"9,492"
HIV prevalence,2011,"Alleghany County, NC",37005,5,52.5,"9,529"
HIV prevalence,2010,"Alleghany County, NC",37005,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Alleghany County, NC",37005,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Alleghany County, NC",37005,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Allegheny County, PA",42003,"1,051",99.5,"1,056,276"
HIV prevalence,2016,"Allegheny County, PA",42003,649,61.1,"1,061,341"
HIV prevalence,2015,"Allegheny County, PA",42003,"2,554",240.3,"1,062,987"
HIV prevalence,2014,"Allegheny County, PA",42003,"2,474",232,"1,066,395"
HIV prevalence,2013,"Allegheny County, PA",42003,"2,404",225.5,"1,066,226"
HIV prevalence,2012,"Allegheny County, PA",42003,"2,348",221,"1,062,623"
HIV prevalence,2011,"Allegheny County, PA",42003,"2,270",214.2,"1,059,586"
HIV prevalence,2010,"Allegheny County, PA",42003,"2,177",206.3,"1,055,475"
HIV prevalence,2009,"Allegheny County, PA",42003,"2,150",204.9,"1,049,384"
HIV prevalence,2008,"Allegheny County, PA",42003,"2,073",197.8,"1,047,783"
HIV prevalence,2017,"Allen County, KY",21003,Data suppressed,Data suppressed,NA
HIV prevalence,2016,"Allen County, KY",21003,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Allen County, KY",21003,Data suppressed,Data suppressed,NA
HIV prevalence,2014,"Allen County, KY",21003,Data suppressed,Data suppressed,NA
HIV prevalence,2013,"Allen County, KY",21003,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Allen County, KY",21003,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Allen County, KY",21003,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Allen County, KY",21003,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Allen County, KY",21003,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Allen County, KY",21003,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Allen County, KS",20001,10,94.7,"10,557"
HIV prevalence,2016,"Allen County, KS",20001,9,84.9,"10,607"
HIV prevalence,2015,"Allen County, KS",20001,8,75.4,"10,609"
HIV prevalence,2014,"Allen County, KS",20001,8,74.5,"10,735"
HIV prevalence,2013,"Allen County, KS",20001,7,64.2,"10,905"
HIV prevalence,2012,"Allen County, KS",20001,7,63.3,"11,052"
HIV prevalence,2011,"Allen County, KS",20001,6,54.2,"11,078"
HIV prevalence,2010,"Allen County, KS",20001,5,45,"11,116"
HIV prevalence,2009,"Allen County, KS",20001,5,45.3,"11,044"
HIV prevalence,2008,"Allen County, KS",20001,5,44.9,"11,129"
HIV prevalence,2017,"Allen County, IN",18003,517,170.5,"303,213"
HIV prevalence,2016,"Allen County, IN",18003,517,171.9,"300,796"
HIV prevalence,2015,"Allen County, IN",18003,494,165.5,"298,518"
HIV prevalence,2014,"Allen County, IN",18003,490,165.4,"296,238"
HIV prevalence,2013,"Allen County, IN",18003,478,162.5,"294,242"
HIV prevalence,2012,"Allen County, IN",18003,453,155.4,"291,581"
HIV prevalence,2011,"Allen County, IN",18003,430,148.5,"289,489"
HIV prevalence,2010,"Allen County, IN",18003,407,142,"286,629"
HIV prevalence,2009,"Allen County, IN",18003,384,134.6,"285,250"
HIV prevalence,2008,"Allen County, IN",18003,374,132.2,"282,803"
HIV prevalence,2017,"Allen County, OH",39003,168,195,"86,142"
HIV prevalence,2016,"Allen County, OH",39003,167,193.1,"86,468"
HIV prevalence,2015,"Allen County, OH",39003,167,192.3,"86,862"
HIV prevalence,2014,"Allen County, OH",39003,161,184.2,"87,406"
HIV prevalence,2013,"Allen County, OH",39003,150,171.4,"87,493"
HIV prevalence,2012,"Allen County, OH",39003,146,166.7,"87,582"
HIV prevalence,2011,"Allen County, OH",39003,140,159.1,"87,991"
HIV prevalence,2010,"Allen County, OH",39003,137,155.2,"88,258"
HIV prevalence,2009,"Allen County, OH",39003,147,170.7,"86,135"
HIV prevalence,2008,"Allen County, OH",39003,146,169,"86,406"
HIV prevalence,2017,"Allen Parish, LA",22003,177,822.5,"21,520"
HIV prevalence,2016,"Allen Parish, LA",22003,172,799.9,"21,503"
HIV prevalence,2015,"Allen Parish, LA",22003,217,1010.8,"21,468"
HIV prevalence,2014,"Allen Parish, LA",22003,219,1017.6,"21,521"
HIV prevalence,2013,"Allen Parish, LA",22003,220,1024.1,"21,483"
HIV prevalence,2012,"Allen Parish, LA",22003,193,899.3,"21,460"
HIV prevalence,2011,"Allen Parish, LA",22003,179,832.8,"21,493"
HIV prevalence,2010,"Allen Parish, LA",22003,192,892.9,"21,504"
HIV prevalence,2009,"Allen Parish, LA",22003,116,542.8,"21,369"
HIV prevalence,2008,"Allen Parish, LA",22003,114,533.1,"21,383"
HIV prevalence,2017,"Allendale County, SC",45005,38,486.7,"7,808"
HIV prevalence,2016,"Allendale County, SC",45005,45,573.7,"7,844"
HIV prevalence,2015,"Allendale County, SC",45005,47,574.5,"8,181"
HIV prevalence,2014,"Allendale County, SC",45005,16,191,"8,375"
HIV prevalence,2013,"Allendale County, SC",45005,12,142.2,"8,442"
HIV prevalence,2012,"Allendale County, SC",45005,13,153,"8,495"
HIV prevalence,2011,"Allendale County, SC",45005,44,508.4,"8,655"
HIV prevalence,2010,"Allendale County, SC",45005,9,103,"8,742"
HIV prevalence,2009,"Allendale County, SC",45005,58,683.6,"8,485"
HIV prevalence,2008,"Allendale County, SC",45005,55,633.9,"8,677"
HIV prevalence,2017,"Alpena County, MI",26007,16,64.7,"24,726"
HIV prevalence,2016,"Alpena County, MI",26007,19,76.3,"24,886"
HIV prevalence,2015,"Alpena County, MI",26007,13,52.2,"24,911"
HIV prevalence,2014,"Alpena County, MI",26007,13,51.9,"25,033"
HIV prevalence,2013,"Alpena County, MI",26007,12,47.9,"25,051"
HIV prevalence,2012,"Alpena County, MI",26007,8,31.8,"25,150"
HIV prevalence,2011,"Alpena County, MI",26007,7,27.8,"25,199"
HIV prevalence,2010,"Alpena County, MI",26007,7,27.7,"25,308"
HIV prevalence,2009,"Alpena County, MI",26007,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Alpena County, MI",26007,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Alpine County, CA",6003,Data suppressed,Data suppressed,NA
HIV prevalence,2016,"Alpine County, CA",6003,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Alpine County, CA",6003,0,0,945
HIV prevalence,2014,"Alpine County, CA",6003,0,0,933
HIV prevalence,2013,"Alpine County, CA",6003,0,0,961
HIV prevalence,2012,"Alpine County, CA",6003,0,0,934
HIV prevalence,2011,"Alpine County, CA",6003,0,0,939
HIV prevalence,2010,"Alpine County, CA",6003,0,0,971
HIV prevalence,2009,"Alpine County, CA",6003,0,0,887
HIV prevalence,2008,"Alpine County, CA",6003,0,0,913
HIV prevalence,2017,"Amador County, CA",6005,214,621.8,"34,414"
HIV prevalence,2016,"Amador County, CA",6005,188,564.3,"33,316"
HIV prevalence,2015,"Amador County, CA",6005,77,232.8,"33,075"
HIV prevalence,2014,"Amador County, CA",6005,45,137,"32,841"
HIV prevalence,2013,"Amador County, CA",6005,50,152.7,"32,749"
HIV prevalence,2012,"Amador County, CA",6005,51,153.8,"33,159"
HIV prevalence,2011,"Amador County, CA",6005,49,146.3,"33,497"
HIV prevalence,2010,"Amador County, CA",6005,53,157.2,"33,724"
HIV prevalence,2009,"Amador County, CA",6005,31,91.9,"33,743"
HIV prevalence,2008,"Amador County, CA",6005,30,88.9,"33,758"
HIV prevalence,2017,"Amelia County, VA",51007,13,117.1,"11,100"
HIV prevalence,2016,"Amelia County, VA",51007,14,128.7,"10,879"
HIV prevalence,2015,"Amelia County, VA",51007,13,119.6,"10,867"
HIV prevalence,2014,"Amelia County, VA",51007,14,129.4,"10,820"
HIV prevalence,2013,"Amelia County, VA",51007,14,130.4,"10,737"
HIV prevalence,2012,"Amelia County, VA",51007,13,120.5,"10,792"
HIV prevalence,2011,"Amelia County, VA",51007,14,129.8,"10,787"
HIV prevalence,2010,"Amelia County, VA",51007,12,111.8,"10,735"
HIV prevalence,2009,"Amelia County, VA",51007,7,64.7,"10,814"
HIV prevalence,2008,"Amelia County, VA",51007,7,65,"10,777"
HIV prevalence,2017,"Amherst County, VA",51009,47,171.5,"27,411"
HIV prevalence,2016,"Amherst County, VA",51009,40,145.7,"27,462"
HIV prevalence,2015,"Amherst County, VA",51009,40,146.2,"27,359"
HIV prevalence,2014,"Amherst County, VA",51009,42,151.5,"27,729"
HIV prevalence,2013,"Amherst County, VA",51009,39,140.1,"27,836"
HIV prevalence,2012,"Amherst County, VA",51009,35,124.9,"28,030"
HIV prevalence,2011,"Amherst County, VA",51009,33,119.8,"27,542"
HIV prevalence,2010,"Amherst County, VA",51009,34,123,"27,647"
HIV prevalence,2009,"Amherst County, VA",51009,34,122,"27,858"
HIV prevalence,2008,"Amherst County, VA",51009,33,118.5,"27,837"
HIV prevalence,2017,"Amite County, MS",28005,21,198,"10,605"
HIV prevalence,2016,"Amite County, MS",28005,18,170.6,"10,553"
HIV prevalence,2015,"Amite County, MS",28005,20,187.8,"10,650"
HIV prevalence,2014,"Amite County, MS",28005,26,244,"10,658"
HIV prevalence,2013,"Amite County, MS",28005,24,222.1,"10,808"
HIV prevalence,2012,"Amite County, MS",28005,21,193.5,"10,853"
HIV prevalence,2011,"Amite County, MS",28005,21,190.6,"11,019"
HIV prevalence,2010,"Amite County, MS",28005,17,154.4,"11,008"
HIV prevalence,2009,"Amite County, MS",28005,18,164.3,"10,954"
HIV prevalence,2008,"Amite County, MS",28005,15,134.4,"11,160"
HIV prevalence,2017,"Anchorage Municipality, AK",2020,Data suppressed,Data suppressed,NA
HIV prevalence,2016,"Anchorage Municipality, AK",2020,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Anchorage Municipality, AK",2020,Data suppressed,Data suppressed,NA
HIV prevalence,2014,"Anchorage Municipality, AK",2020,Data suppressed,Data suppressed,NA
HIV prevalence,2013,"Anchorage Municipality, AK",2020,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Anchorage Municipality, AK",2020,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Anchorage Municipality, AK",2020,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Anchorage Municipality, AK",2020,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Anchorage Municipality, AK",2020,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Anchorage Municipality, AK",2020,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Anderson County, TX",48001,397,790.7,"50,207"
HIV prevalence,2016,"Anderson County, TX",48001,334,674.5,"49,517"
HIV prevalence,2015,"Anderson County, TX",48001,372,747.8,"49,749"
HIV prevalence,2014,"Anderson County, TX",48001,375,750.6,"49,960"
HIV prevalence,2013,"Anderson County, TX",48001,310,620.3,"49,973"
HIV prevalence,2012,"Anderson County, TX",48001,292,584.7,"49,942"
HIV prevalence,2011,"Anderson County, TX",48001,164,327.1,"50,138"
HIV prevalence,2010,"Anderson County, TX",48001,167,332.5,"50,231"
HIV prevalence,2009,"Anderson County, TX",48001,174,358.8,"48,489"
HIV prevalence,2008,"Anderson County, TX",48001,151,312.9,"48,253"
HIV prevalence,2017,"Anderson County, TN",47001,81,124.9,"64,843"
HIV prevalence,2016,"Anderson County, TN",47001,79,122.8,"64,346"
HIV prevalence,2015,"Anderson County, TN",47001,98,152.6,"64,240"
HIV prevalence,2014,"Anderson County, TN",47001,95,148.5,"63,959"
HIV prevalence,2013,"Anderson County, TN",47001,93,145.4,"63,982"
HIV prevalence,2012,"Anderson County, TN",47001,83,130.2,"63,772"
HIV prevalence,2011,"Anderson County, TN",47001,78,122.5,"63,688"
HIV prevalence,2010,"Anderson County, TN",47001,78,122.8,"63,525"
HIV prevalence,2009,"Anderson County, TN",47001,55,87.4,"62,899"
HIV prevalence,2008,"Anderson County, TN",47001,53,85.1,"62,276"
HIV prevalence,2017,"Anderson County, SC",45007,330,198.9,"165,910"
HIV prevalence,2016,"Anderson County, SC",45007,350,213.9,"163,665"
HIV prevalence,2015,"Anderson County, SC",45007,330,203.9,"161,876"
HIV prevalence,2014,"Anderson County, SC",45007,135,84.3,"160,225"
HIV prevalence,2013,"Anderson County, SC",45007,104,65.6,"158,416"
HIV prevalence,2012,"Anderson County, SC",45007,118,75.1,"157,201"
HIV prevalence,2011,"Anderson County, SC",45007,303,193.9,"156,294"
HIV prevalence,2010,"Anderson County, SC",45007,177,114.2,"155,050"
HIV prevalence,2009,"Anderson County, SC",45007,255,166.8,"152,844"
HIV prevalence,2008,"Anderson County, SC",45007,247,163.3,"151,245"
HIV prevalence,2017,"Anderson County, KY",21005,Data suppressed,Data suppressed,NA
HIV prevalence,2016,"Anderson County, KY",21005,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Anderson County, KY",21005,Data suppressed,Data suppressed,NA
HIV prevalence,2014,"Anderson County, KY",21005,Data suppressed,Data suppressed,NA
HIV prevalence,2013,"Anderson County, KY",21005,Data suppressed,Data suppressed,NA
HIV prevalence,2012,"Anderson County, KY",21005,Data suppressed,Data suppressed,NA
HIV prevalence,2011,"Anderson County, KY",21005,Data suppressed,Data suppressed,NA
HIV prevalence,2010,"Anderson County, KY",21005,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Anderson County, KY",21005,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Anderson County, KY",21005,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Anderson County, KS",20003,Data suppressed,Data suppressed,NA
HIV prevalence,2016,"Anderson County, KS",20003,Data suppressed,Data suppressed,NA
HIV prevalence,2015,"Anderson County, KS",20003,5,77.7,"6,435"
HIV prevalence,2014,"Anderson County, KS",20003,6,93,"6,448"
HIV prevalence,2013,"Anderson County, KS",20003,7,108.9,"6,430"
HIV prevalence,2012,"Anderson County, KS",20003,5,77.4,"6,458"
HIV prevalence,2011,"Anderson County, KS",20003,6,91.2,"6,576"
HIV prevalence,2010,"Anderson County, KS",20003,Data suppressed,Data suppressed,NA
HIV prevalence,2009,"Anderson County, KS",20003,Data suppressed,Data suppressed,NA
HIV prevalence,2008,"Anderson County, KS",20003,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Andrew County, MO",29003,20,136.6,"14,637"
HIV prevalence,2016,"Andrew County, MO",29003,19,130.6,"14,547"
HIV prevalence,2015,"Andrew County, MO",29003,15,103.1,"14,550"
HIV prevalence,2014,"Andrew County, MO",29003,12,82.5,"14,546"
HIV prevalence,2013,"Andrew County, MO",29003,9,61.8,"14,560"
HIV prevalence,2012,"Andrew County, MO",29003,13,89.6,"14,504"
HIV prevalence,2011,"Andrew County, MO",29003,19,132,"14,398"
HIV prevalence,2010,"Andrew County, MO",29003,31,214.3,"14,465"
HIV prevalence,2009,"Andrew County, MO",29003,5,35.1,"14,238"
HIV prevalence,2008,"Andrew County, MO",29003,Data suppressed,Data suppressed,NA
HIV prevalence,2017,"Andrews County, TX",48003,12,87.9,"13,658"
HIV prevalence,2016,"Andrews County, TX",48003,14,102,"13,732"
HIV prevalence,2015,"Andrews County, TX",48003,11,79,"13,928"
HIV prevalence,2014,"Andrews County, TX",48003,11,81.6,"13,485"
