Year,Geography,FIPS,Cases,Rate per 100000,Population,Indicator
2011,"Aleutians West Census Area, AK",2016,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Aleutians West Census Area, AK",2016,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Aleutians West Census Area, AK",2016,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Aleutians West Census Area, AK",2016,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Alexander County, NC",37003,0,0,"32,141",HIV diagnoses
2017,"Alexander County, NC",37003,0,0,"31,907",HIV diagnoses
2016,"Alexander County, NC",37003,0,0,"31,810",HIV diagnoses
2015,"Alexander County, NC",37003,0,0,"31,594",HIV diagnoses
2014,"Alexander County, NC",37003,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Alexander County, NC",37003,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Alexander County, NC",37003,0,0,"31,226",HIV diagnoses
2011,"Alexander County, NC",37003,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Alexander County, NC",37003,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Alexander County, NC",37003,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Alexander County, NC",37003,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Alexander County, IL",17003,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Alexander County, IL",17003,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Alexander County, IL",17003,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Alexander County, IL",17003,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Alexander County, IL",17003,0,0,"5,781",HIV diagnoses
2013,"Alexander County, IL",17003,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Alexander County, IL",17003,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Alexander County, IL",17003,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Alexander County, IL",17003,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Alexander County, IL",17003,0,0,"6,569",HIV diagnoses
2008,"Alexander County, IL",17003,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Alexandria City, VA",51510,27,19.7,"137,340",HIV diagnoses
2017,"Alexandria City, VA",51510,30,22,"136,522",HIV diagnoses
2016,"Alexandria City, VA",51510,45,33.6,"134,082",HIV diagnoses
2015,"Alexandria City, VA",51510,37,28.1,"131,441",HIV diagnoses
2014,"Alexandria City, VA",51510,28,21.6,"129,591",HIV diagnoses
2013,"Alexandria City, VA",51510,32,25,"128,120",HIV diagnoses
2012,"Alexandria City, VA",51510,31,24.5,"126,363",HIV diagnoses
2011,"Alexandria City, VA",51510,40,32.2,"124,056",HIV diagnoses
2010,"Alexandria City, VA",51510,44,36.2,"121,407",HIV diagnoses
2009,"Alexandria City, VA",51510,42,33.1,"126,914",HIV diagnoses
2008,"Alexandria City, VA",51510,46,37.4,"122,895",HIV diagnoses
2018,"Alfalfa County, OK",40003,0,0,"4,922",HIV diagnoses
2017,"Alfalfa County, OK",40003,0,0,"5,005",HIV diagnoses
2016,"Alfalfa County, OK",40003,0,0,"5,029",HIV diagnoses
2015,"Alfalfa County, OK",40003,0,0,"5,051",HIV diagnoses
2014,"Alfalfa County, OK",40003,0,0,"5,007",HIV diagnoses
2013,"Alfalfa County, OK",40003,0,0,"5,030",HIV diagnoses
2012,"Alfalfa County, OK",40003,0,0,"4,922",HIV diagnoses
2011,"Alfalfa County, OK",40003,0,0,"4,923",HIV diagnoses
2010,"Alfalfa County, OK",40003,0,0,"4,916",HIV diagnoses
2009,"Alfalfa County, OK",40003,0,0,"4,810",HIV diagnoses
2008,"Alfalfa County, OK",40003,0,0,"4,890",HIV diagnoses
2018,"Alger County, MI",26003,0,0,"8,177",HIV diagnoses
2017,"Alger County, MI",26003,0,0,"8,207",HIV diagnoses
2016,"Alger County, MI",26003,0,0,"8,195",HIV diagnoses
2015,"Alger County, MI",26003,0,0,"8,304",HIV diagnoses
2014,"Alger County, MI",26003,0,0,"8,372",HIV diagnoses
2013,"Alger County, MI",26003,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Alger County, MI",26003,0,0,"8,421",HIV diagnoses
2011,"Alger County, MI",26003,0,0,"8,459",HIV diagnoses
2010,"Alger County, MI",26003,0,0,"8,459",HIV diagnoses
2009,"Alger County, MI",26003,0,0,"8,144",HIV diagnoses
2008,"Alger County, MI",26003,0,0,"8,390",HIV diagnoses
2018,"Allamakee County, IA",19005,0,0,"11,449",HIV diagnoses
2017,"Allamakee County, IA",19005,0,0,"11,447",HIV diagnoses
2016,"Allamakee County, IA",19005,0,0,"11,528",HIV diagnoses
2015,"Allamakee County, IA",19005,0,0,"11,583",HIV diagnoses
2014,"Allamakee County, IA",19005,0,0,"11,751",HIV diagnoses
2013,"Allamakee County, IA",19005,0,0,"11,768",HIV diagnoses
2012,"Allamakee County, IA",19005,0,0,"11,855",HIV diagnoses
2011,"Allamakee County, IA",19005,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Allamakee County, IA",19005,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Allamakee County, IA",19005,0,0,"11,956",HIV diagnoses
2008,"Allamakee County, IA",19005,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Allegan County, MI",26005,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Allegan County, MI",26005,7,7.3,"96,391",HIV diagnoses
2016,"Allegan County, MI",26005,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Allegan County, MI",26005,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Allegan County, MI",26005,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Allegan County, MI",26005,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Allegan County, MI",26005,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Allegan County, MI",26005,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Allegan County, MI",26005,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Allegan County, MI",26005,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Allegan County, MI",26005,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Allegany County, NY",36003,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Allegany County, NY",36003,0,0,"40,037",HIV diagnoses
2016,"Allegany County, NY",36003,0,0,"40,327",HIV diagnoses
2015,"Allegany County, NY",36003,0,0,"40,569",HIV diagnoses
2014,"Allegany County, NY",36003,0,0,"40,803",HIV diagnoses
2013,"Allegany County, NY",36003,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Allegany County, NY",36003,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Allegany County, NY",36003,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Allegany County, NY",36003,0,0,"41,621",HIV diagnoses
2009,"Allegany County, NY",36003,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Allegany County, NY",36003,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Allegany County, MD",24001,8,12.8,"62,300",HIV diagnoses
2017,"Allegany County, MD",24001,6,9.6,"62,652",HIV diagnoses
2016,"Allegany County, MD",24001,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Allegany County, MD",24001,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Allegany County, MD",24001,0,0,"63,893",HIV diagnoses
2013,"Allegany County, MD",24001,6,9.3,"64,426",HIV diagnoses
2012,"Allegany County, MD",24001,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Allegany County, MD",24001,5,7.7,"65,225",HIV diagnoses
2010,"Allegany County, MD",24001,8,12.2,"65,541",HIV diagnoses
2009,"Allegany County, MD",24001,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Allegany County, MD",24001,6,9.5,"63,447",HIV diagnoses
2018,"Alleghany County, VA",51005,0,0,"13,026",HIV diagnoses
2017,"Alleghany County, VA",51005,0,0,"13,198",HIV diagnoses
2016,"Alleghany County, VA",51005,0,0,"13,393",HIV diagnoses
2015,"Alleghany County, VA",51005,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Alleghany County, VA",51005,0,0,"13,538",HIV diagnoses
2013,"Alleghany County, VA",51005,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Alleghany County, VA",51005,0,0,"13,788",HIV diagnoses
2011,"Alleghany County, VA",51005,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Alleghany County, VA",51005,0,0,"13,878",HIV diagnoses
2009,"Alleghany County, VA",51005,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Alleghany County, VA",51005,0,0,"13,843",HIV diagnoses
2018,"Alleghany County, NC",37005,0,0,"9,806",HIV diagnoses
2017,"Alleghany County, NC",37005,0,0,"9,672",HIV diagnoses
2016,"Alleghany County, NC",37005,0,0,"9,597",HIV diagnoses
2015,"Alleghany County, NC",37005,0,0,"9,529",HIV diagnoses
2014,"Alleghany County, NC",37005,0,0,"9,535",HIV diagnoses
2013,"Alleghany County, NC",37005,0,0,"9,533",HIV diagnoses
2012,"Alleghany County, NC",37005,0,0,"9,492",HIV diagnoses
2011,"Alleghany County, NC",37005,0,0,"9,529",HIV diagnoses
2010,"Alleghany County, NC",37005,0,0,"9,590",HIV diagnoses
2009,"Alleghany County, NC",37005,0,0,"9,486",HIV diagnoses
2008,"Alleghany County, NC",37005,0,0,"9,532",HIV diagnoses
2018,"Allegheny County, PA",42003,85,8.1,"1,054,853",HIV diagnoses
2017,"Allegheny County, PA",42003,89,8.4,"1,056,276",HIV diagnoses
2016,"Allegheny County, PA",42003,124,11.7,"1,061,341",HIV diagnoses
2015,"Allegheny County, PA",42003,137,12.9,"1,062,987",HIV diagnoses
2014,"Allegheny County, PA",42003,125,11.7,"1,066,395",HIV diagnoses
2013,"Allegheny County, PA",42003,115,10.8,"1,066,226",HIV diagnoses
2012,"Allegheny County, PA",42003,121,11.4,"1,062,623",HIV diagnoses
2011,"Allegheny County, PA",42003,125,11.8,"1,059,586",HIV diagnoses
2010,"Allegheny County, PA",42003,130,12.3,"1,055,475",HIV diagnoses
2009,"Allegheny County, PA",42003,124,11.8,"1,049,384",HIV diagnoses
2008,"Allegheny County, PA",42003,149,14.2,"1,047,783",HIV diagnoses
2018,"Allen County, KS",20001,0,0,"10,498",HIV diagnoses
2017,"Allen County, KS",20001,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Allen County, KS",20001,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Allen County, KS",20001,0,0,"10,609",HIV diagnoses
2014,"Allen County, KS",20001,0,0,"10,735",HIV diagnoses
2013,"Allen County, KS",20001,0,0,"10,905",HIV diagnoses
2012,"Allen County, KS",20001,0,0,"11,052",HIV diagnoses
2011,"Allen County, KS",20001,0,0,"11,078",HIV diagnoses
2010,"Allen County, KS",20001,0,0,"11,116",HIV diagnoses
2009,"Allen County, KS",20001,0,0,"11,044",HIV diagnoses
2008,"Allen County, KS",20001,0,0,"11,129",HIV diagnoses
2018,"Allen County, IN",18003,25,8.2,"306,242",HIV diagnoses
2017,"Allen County, IN",18003,24,7.9,"303,213",HIV diagnoses
2016,"Allen County, IN",18003,29,9.6,"300,796",HIV diagnoses
2015,"Allen County, IN",18003,21,7,"298,518",HIV diagnoses
2014,"Allen County, IN",18003,18,6.1,"296,238",HIV diagnoses
2013,"Allen County, IN",18003,23,7.8,"294,242",HIV diagnoses
2012,"Allen County, IN",18003,24,8.2,"291,581",HIV diagnoses
2011,"Allen County, IN",18003,23,7.9,"289,489",HIV diagnoses
2010,"Allen County, IN",18003,23,8,"286,629",HIV diagnoses
2009,"Allen County, IN",18003,13,4.6,"285,250",HIV diagnoses
2008,"Allen County, IN",18003,16,5.7,"282,803",HIV diagnoses
2018,"Allen County, OH",39003,7,8.2,"85,848",HIV diagnoses
2017,"Allen County, OH",39003,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Allen County, OH",39003,9,10.4,"86,468",HIV diagnoses
2015,"Allen County, OH",39003,12,13.8,"86,862",HIV diagnoses
2014,"Allen County, OH",39003,6,6.9,"87,406",HIV diagnoses
2013,"Allen County, OH",39003,13,14.9,"87,493",HIV diagnoses
2012,"Allen County, OH",39003,8,9.1,"87,582",HIV diagnoses
2011,"Allen County, OH",39003,7,8,"87,991",HIV diagnoses
2010,"Allen County, OH",39003,8,9.1,"88,258",HIV diagnoses
2009,"Allen County, OH",39003,6,7,"86,135",HIV diagnoses
2008,"Allen County, OH",39003,8,9.3,"86,406",HIV diagnoses
2018,"Allen County, KY",21003,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Allen County, KY",21003,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Allen County, KY",21003,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Allen County, KY",21003,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Allen County, KY",21003,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Allen County, KY",21003,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Allen County, KY",21003,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Allen County, KY",21003,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Allen County, KY",21003,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Allen County, KY",21003,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Allen County, KY",21003,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Allen Parish, LA",22003,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Allen Parish, LA",22003,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Allen Parish, LA",22003,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Allen Parish, LA",22003,0,0,"21,468",HIV diagnoses
2014,"Allen Parish, LA",22003,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Allen Parish, LA",22003,5,23.3,"21,483",HIV diagnoses
2012,"Allen Parish, LA",22003,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Allen Parish, LA",22003,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Allen Parish, LA",22003,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Allen Parish, LA",22003,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Allen Parish, LA",22003,6,28.1,"21,383",HIV diagnoses
2018,"Allendale County, SC",45005,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Allendale County, SC",45005,0,0,"7,808",HIV diagnoses
2016,"Allendale County, SC",45005,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Allendale County, SC",45005,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Allendale County, SC",45005,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Allendale County, SC",45005,0,0,"8,442",HIV diagnoses
2012,"Allendale County, SC",45005,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Allendale County, SC",45005,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Allendale County, SC",45005,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Allendale County, SC",45005,5,58.9,"8,485",HIV diagnoses
2008,"Allendale County, SC",45005,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Alpena County, MI",26007,0,0,"24,709",HIV diagnoses
2017,"Alpena County, MI",26007,0,0,"24,726",HIV diagnoses
2016,"Alpena County, MI",26007,0,0,"24,886",HIV diagnoses
2015,"Alpena County, MI",26007,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Alpena County, MI",26007,0,0,"25,033",HIV diagnoses
2013,"Alpena County, MI",26007,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Alpena County, MI",26007,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Alpena County, MI",26007,0,0,"25,199",HIV diagnoses
2010,"Alpena County, MI",26007,0,0,"25,308",HIV diagnoses
2009,"Alpena County, MI",26007,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Alpena County, MI",26007,0,0,"25,366",HIV diagnoses
2018,"Alpine County, CA",6003,0,0,980,HIV diagnoses
2017,"Alpine County, CA",6003,0,0,984,HIV diagnoses
2016,"Alpine County, CA",6003,0,0,929,HIV diagnoses
2015,"Alpine County, CA",6003,0,0,945,HIV diagnoses
2014,"Alpine County, CA",6003,0,0,933,HIV diagnoses
2013,"Alpine County, CA",6003,0,0,961,HIV diagnoses
2012,"Alpine County, CA",6003,0,0,934,HIV diagnoses
2011,"Alpine County, CA",6003,0,0,939,HIV diagnoses
2010,"Alpine County, CA",6003,0,0,971,HIV diagnoses
2009,"Alpine County, CA",6003,0,0,887,HIV diagnoses
2008,"Alpine County, CA",6003,0,0,913,HIV diagnoses
2018,"Amador County, CA",6005,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Amador County, CA",6005,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Amador County, CA",6005,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Amador County, CA",6005,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Amador County, CA",6005,0,0,"32,841",HIV diagnoses
2013,"Amador County, CA",6005,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Amador County, CA",6005,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Amador County, CA",6005,0,0,"33,497",HIV diagnoses
2010,"Amador County, CA",6005,0,0,"33,724",HIV diagnoses
2009,"Amador County, CA",6005,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Amador County, CA",6005,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Amelia County, VA",51007,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Amelia County, VA",51007,0,0,"11,100",HIV diagnoses
2016,"Amelia County, VA",51007,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Amelia County, VA",51007,0,0,"10,867",HIV diagnoses
2014,"Amelia County, VA",51007,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Amelia County, VA",51007,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Amelia County, VA",51007,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Amelia County, VA",51007,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Amelia County, VA",51007,0,0,"10,735",HIV diagnoses
2009,"Amelia County, VA",51007,0,0,"10,814",HIV diagnoses
2008,"Amelia County, VA",51007,0,0,"10,777",HIV diagnoses
2018,"Amherst County, VA",51009,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Amherst County, VA",51009,0,0,"27,411",HIV diagnoses
2016,"Amherst County, VA",51009,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Amherst County, VA",51009,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Amherst County, VA",51009,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Amherst County, VA",51009,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Amherst County, VA",51009,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Amherst County, VA",51009,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Amherst County, VA",51009,0,0,"27,647",HIV diagnoses
2009,"Amherst County, VA",51009,Data suppressed,Data suppressed,NA,HIV diagnoses
2008,"Amherst County, VA",51009,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Amite County, MS",28005,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Amite County, MS",28005,0,0,"10,605",HIV diagnoses
2016,"Amite County, MS",28005,0,0,"10,553",HIV diagnoses
2015,"Amite County, MS",28005,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Amite County, MS",28005,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Amite County, MS",28005,0,0,"10,808",HIV diagnoses
2012,"Amite County, MS",28005,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Amite County, MS",28005,Data suppressed,Data suppressed,NA,HIV diagnoses
2010,"Amite County, MS",28005,Data suppressed,Data suppressed,NA,HIV diagnoses
2009,"Amite County, MS",28005,5,45.6,"10,954",HIV diagnoses
2008,"Amite County, MS",28005,Data suppressed,Data suppressed,NA,HIV diagnoses
2018,"Anchorage Municipality, AK",2020,Data suppressed,Data suppressed,NA,HIV diagnoses
2017,"Anchorage Municipality, AK",2020,Data suppressed,Data suppressed,NA,HIV diagnoses
2016,"Anchorage Municipality, AK",2020,Data suppressed,Data suppressed,NA,HIV diagnoses
2015,"Anchorage Municipality, AK",2020,Data suppressed,Data suppressed,NA,HIV diagnoses
2014,"Anchorage Municipality, AK",2020,Data suppressed,Data suppressed,NA,HIV diagnoses
2013,"Anchorage Municipality, AK",2020,Data suppressed,Data suppressed,NA,HIV diagnoses
2012,"Anchorage Municipality, AK",2020,Data suppressed,Data suppressed,NA,HIV diagnoses
2011,"Anchorage Municipality, AK",2020,Data suppressed,Data suppressed,NA,HIV diagnoses
