Drugs,Reasons,Reviews,Date Posted,Ratings,Source
Atripla,HIV,"Diagnosed in 2006. Began treatment in 2008 while  VL was still relatively low and CD4 relatively high. Dizziness, vivid dreams, and depression were among the side effects. I stopped taking Atripla in Dec 2015 because of depression. My mood began to improve. It's now nearly 12 months later, and I've been on no meds at all, and I'm still Undetectable with my highest CD4 (898) since starting treatment in 2008. I gotta say, I think that's a big vote of confidence for Atripla. Will decide my next course of action with my dr in a week.",2016-11-18,10.0,drugs.com
Atripla,HIV,"Worked for me. If taken as directed not missing any dose is very effective medicine for managing HIV, the side effects lessen progressively as your body gets used to it.",2016-10-29,10.0,drugs.com
Atripla,HIV,"Got diagnosed may last year after losing a third of my body weight. Had viral load in the millions and cd4 count of 90. I kinda suspected I might have hiv from the night sweats. So got diagnosed, and put on Atripla. I had visions of throwing up all the time and a life of misery. 

So, I started taking this stuff, 1 a day as per docs recommendations. I chose 10pm as my time as it seemed the best for me. No side effects, no feeling sick, nothing. Within 6 months was undetectable, weight back on. Live in uk, so meds are free. There are no restrcitions, you can drink etc. Many times I've washed my pill down with a sip of wine.

I feel that I am a symbiotic lifeform. I like it, feel great,my grey hairs have gone .",2016-09-28,10.0,drugs.com
Atripla,HIV,"I found out in 2010 I was infected with HIV after my partner also tested tested positive. Whilst he went the route of a government program, I went to a private doctor and used my insurance from work (government plan). I was given Atripla. The first weeks were horrible. I experienced severe shortness of breath and could barely sleep. I had to sleep (at least try) sideways with the AC directly to my face. The dizziness was crazy, as if I had drank alcohol all night. My face would get red and I would feel hot. Regarding the strange dreams, well, I always had vivid dreams and nightmares all of my life, so it wasn't new. Other than that, I'm still using Atripla daily at bedtime and became undetectable within 6 months from stating.",2016-08-13,9.0,drugs.com
Atripla,HIV,"Yow guys !!! Tested + on April '14 with VL 37,000 after a major fever event. Couldn't start early treatment  because of insurance issues, needed 4 year signority with the insurance co. to apply for HIV treatment. One year later my numbers on Jan '15 were VL 119,000 and CD4 654.  Started Atripla 2 years later after testing + on April '16 with VL 399,000  (10 times higher than when diagnosed) and CD4 427. After 6 weeks taking Atrilpla my numbers are VL 474 (pretty amazing drop) and CD4 440. I was pretty happy with these results but my Dr wasn't. He expected me to become undectetable as of now but asked me to continue for two more months to see more progress. Absolutely no side effects except for feeling a bit high the first week",2016-06-02,9.0,drugs.com
Atripla,HIV,"Cd4 190 went up to 400 (after a yr)  now undetectable, had crazy dreams but not as much. Still struggling,  crying spells and sad at times. Very ashamed & embarrassed.  Meds are good overall, but i wish i neva got in this mess.",2016-05-19,10.0,drugs.com
Atripla,HIV,"In 2012 , was having black outs. I would get up in the morning and pass out, I would wake up and loss 10 to 12 hours. Did not know what was going on. Was out with friends and was having trouble talking, thought I was having a stroke. Was taken to the hospital, I was there 4  days, found our I was HIV +. Viral Load was 4 million.  Organs were shutting down. Was given Atripla. Within 3 months I am undetetable and TC count was 750. I do have the Dreams, and some times night sweats. But Atripla saved my life.",2016-04-20,10.0,drugs.com
Atripla,HIV,"Week 4 and only feel a little confused in the mornings as a side effect, it's working fantastic for me",2016-02-26,10.0,drugs.com
Atripla,HIV,"I've had a very difficult time with it, I suppose it's working well but the side effects are very severe. I am unable to function, the depression is unbearable and the nausea and confusion render me useless.

Every time I have to take the pill I break down in tears. I haven't taken it in weeks, I'd prefer dying.",2016-02-15,9.0,drugs.com
Atripla,HIV,"I was nervous all day waiting for my first pill and was kind of shaking during my dinner, I took my pill right after that. Two hours later I felt relaxed, a little dizzy, my ears were hearing a whistle, my face was a little red but I was happy.",2016-02-04,10.0,drugs.com
Atripla,HIV,"I was diagnosed with HIV/Aids in the late part of April of 2015. At the time I knew nothing about the infection but soon after I became even more ill the infection attacked my heart. I stayed in the hospital for six months, which at the time my CD4 was only 3 and my viral load was like 3million. I was really close to death. But I got this great doctor who thought Atripla would work for me so I started the pill. So when I left the hospital in October my CD4 had come up slowly to 89 and viral was at 100,000. Since then I have relearned to walk and every thing. Its January and presently I'm Undetectable and CD4 is at 500. There was a time as well for about a week where I had stopped taking the meds due to insurance stuff. All and all turned ok",2016-01-24,10.0,drugs.com
Atripla,HIV,"I was diagnosed with HIV/AIDS in early October of 2015. My CD4 count was at 89 and my Viral Load up to 182,000/mL. I began taking Atripla on Nov. 10th 2015. I went in for my 6 week follow up on December 15th. After receiving my test results I was pleasantly surprised. My CD4 count had jumped to 394, and my Viral Load dropped to 2,185 - after only 6 weeks of treatment. 

Another thing - I actually take my pill first thing in the morning when I wake up. With my schedule, it is difficult for me to take it on an empty stomach in the evenings. I'm more prone to adhere to the pill in the AM when my stomach is already empty. I use my phone with an alarm set for every morning as a fail safe.",2016-01-03,10.0,drugs.com
Atripla,HIV,"I have been on trivenz (Atripla) for a year. The first 6 months my CD4 went from 190 to 600 and my viral load from 440,000 to 2000. And during the month of August this year I skipped 12 days without my meds and in October my CD4 dropped to 425 and viral load was 2000. Am praying that this meds should not become resistant",2015-12-06,,drugs.com
Atripla,HIV,I was on atripla for 10 years and my doctor begged me to switch for years and then finally  about a year ago I took that leap of faith she said to take and got on Genvoya and ever since I have felt ill and heavy tired feeling! I puked last night and had diarrhea! I felt like death rolled over me so today I call my Hiv doctor and she said it’s to detrimental for you health but she gave it to me for 10  years and when I switched my labs was fine! She’s hates atripla and I guess if it’s people’s last option they die because she won’t give it out! Also she put in my medical records it’s detrimental to my health after she lied to me about it being discontinued! She also put in my record Genvoya is the drug she wants me on even though it’s being detrimental to my health right now! I’m not taking Genvoya anymore because I can’t handle what it does ,2020-02-11,10.0,drugs.com
Atripla,HIV,"viral load of 22,624 and CD4 in 263. By December 2015 the viral load was <20 although the CD4 fell to 69 (I was told that possible low was for a strong stress of a problem), but in February 2016 the CD4 rose to 252 and in April 2018 CD4 to 463. No serious side effects so far despite having more than 3 years with the treatment.",2019-01-02,9.0,drugs.com
Atripla,HIV,"I started Atripla in 2012 and was not a fan of it. It did lower my VL and raise my CD4 but the side effects were horrible. I never felt like I got any sleep after a full night of sleep. I woke up tired and with a cloudy mind. I couldn’t remember things for the life of me. It gave me Cotton mouth. All around I felt like a zombie. My quality of life did not improve because I wasn’t living it. I had no energy and was depressed for the longest time. For all medical purposes, this medicine does work when it comes to lowering your VL and increasing you CD4. I remained undetectable since I got on it until now, I’m 2018. Now my VL is back up but my CD4 is good and I am switching to a different medication and I am VERY impressed with it so far!",2018-09-28,4.0,drugs.com
