CalcLocation,Name,Address,City,State,Zip,formated_phone,Status,Icon,Type
"18.30055600,-66.24356300",FARMACIA NARANJITO INC,139 Calle Georgetti,NARANJITO,PR,719,787-869-3965,open,small_green,Pharmacy
"18.29801700,-66.22975100",SUPER FARMACIA NUEVA,91 GEORGETTI,NARANJITO,PR,719,787-869-2290,open,small_green,Pharmacy
"18.29801700,-66.22975100",FARMACIA COOP SAN MIGUEL,BO CEDRO ABAJO CARR 152 KM 17 8,NARANJITO,PR,7190459,787-869-4710,open,small_green,Pharmacy
"18.29801700,-66.22975100",WALGREENS #811,SHOPPING CENTER AND HWY 147,NARANIJITO,PR,719,787-869-0110,open,small_green,Pharmacy
"18.29801700,-66.22975100",FARMACIA SAN ANTONIO DE NARANJITO INC,GEOGETTI 108,NARANJITO,PR,719,787-869-2190,not participating,measle_white,Pharmacy
"18.30055600,-66.24356300",Farmacia Jardines,Carr 164,Naranjito,PR,719,787-695-5555,open,small_green,Pharmacy
"18.22749200,-66.39670000",FARMACIA DEL CARMEN,CALLE 4 DE JULIO 31,OROCOVIS,PR,7204433,787-867-2380,open,small_green,Pharmacy
"18.22749200,-66.39670000",FARMACIA OROCOVIS,Calle 4 DE JULIO STE 17,OROCOVIS,PR,720,787-867-2450,open,small_green,Pharmacy
"18.22686200,-66.39402000",FARMACIA OFELIA,PEDRO ARROYO 6,OROCOVIS,PR,720,787-867-2820,open,small_green,Pharmacy
"18.22907100,-66.39044800",FARMACIA MINELLY INC,CARR 155 KM 31 PUNTO 5 BO GATO,OROCOVIS,PR,720,787-867-1430,open,small_green,Pharmacy
"18.22907100,-66.39044800",Farmacia Novedades,"Carr. 155, Km 27, H7, P2 Salida a Coamo # 8","Orocovis, PR  00720",PR,720,787-867-0180,not participating,measle_white,Pharmacy
"18.00999400,-66.01057200",FARMACIA SANTA ANA,C/G Riefkohl #8,PATILLAS,PR,723,787-839-5025,open,small_green,Pharmacy
"18.00999400,-66.01057200",GENESIS PHARMACY,CARRETERA 3 KM 123,PATILLAS,PR,723,787-839-4461,open,small_green,Pharmacy
"17.97707300,-66.11331500",FARMACIA JOMARI,CALLE MUNOZ RIVERA SUITE 18,PATILLAS,PR,723,787-839-2730,open,small_green,Pharmacy
"18.00999400,-66.01057200",CENTRO DE SERVICIOS PRIMARIOS DE SALUD DE PATILLAS INC,99 Guillermo Riefkohl Street,PATILLAS,PR,7230697,787-839-4320,open,small_green,Pharmacy
"18.00442500,-66.01388100",FARMACIA DEL VALLE,CARR.3 CALLE RIEFKHOL SUITE # 3,PATILLAS,PR,723,787-271-3744,open,small_green,Pharmacy
"18.02353500,-66.72615600",FARMACIA ILEANA,905 CALLE MUNOZ RIVERA,PENUELAS,PR,624,787-836-1058,not participating,measle_white,Pharmacy
"18.02353500,-66.72615600",FARMACIA QUINONEZ,418 MUNOZ RIVERA Street,PENUELAS,PR,624,787-836-1042,open,small_green,Pharmacy
"18.02353500,-66.72615600",FARMACIA KENNEDY,MUNOZ RIVERA ST 963,PENUELAS,PR,624,787-836-2173,open,small_green,Pharmacy
"18.02353500,-66.72615600",WALGREENS #9118,CARR PR 385 KM 0.6 PLAZA PENUELAS BARRIO CUEVAS,PENUELAS,PR,624,787-836-1123,open,small_green,Pharmacy
"18.02353500,-66.72615600",Farmacia Guayanes,Edificio Aurora A -1 Calle Pedro Velazquez Diaz # 628,Penuelas,PR,624,787-836-3131,unknown,small_yellow,Pharmacy
"18.01302300,-66.62307300",Farmacia La Fe 1,CALLE VICTORIA STE 108,PONCE,PR,7303767,787-844-3155,not participating,measle_white,Pharmacy
"18.03083100,-66.61683800",FARMACIA PENA INC,110 VICTORIA,PONCE,PR,730,787-842-9182,not participating,measle_white,Pharmacy
"18.01302300,-66.62307300",FARMACIA SANTA ANA,CALLE VICTORIA 367,PONCE,PR,730,787-842-2285,open,small_green,Pharmacy
"17.98985300,-66.66411600",FARMACIA LOURDES,CARRETERA 123 STE 14,PONCE,PR,728,787-842-1314,open,small_green,Pharmacy
"18.10803900,-66.63465300",FARMACIA INTERNATIONAL DRUG PONCE,CONCORDIA 8118 EDIF GALERIA PROF SUITE 101,PONCE,PR,731,787-840-8903,not participating,measle_white,Pharmacy
"18.01760200,-66.60980000",FARMACIA GLENVIEW,CARR 14 PLAZA LAS MONJITAS 1255,PONCE,PR,730,787-844-3650,open,small_green,Pharmacy
"17.98985300,-66.66411600",FARMACIA WIL SONS,934 AVE PONCE DE LEON URB LAS DELICIAS,PONCE,PR,7283814,787-840-2150,open,small_green,Pharmacy
"18.02835700,-66.59625500",FARMACIA EL APOTECARIO,AVE TITO CASTRO #625 STE 101,PONCE,PR,7160206,787-844-2135,open,small_green,Pharmacy
"17.99056700,-66.60754200",FARMACIA LORRAINE INC,1681 PASEO VILLA FLORES,PONCE,PR,716,787-843-1838,open,small_green,Pharmacy
"18.03217700,-66.61845800",WALGREENS #12874,Ave Las /Americas 2116,PONCE,PR,7314607,787-709-4774,open,small_green,Pharmacy
"18.00199500,-66.60742900",FARMACIA GOYCO,8169 CONCORDIA ST SUITE 2,PONCE,PR,7171555,787-842-9169,open,small_green,Pharmacy
"18.10803900,-66.63465300",WALGREENS #15172,INT.AVE.FAGOT Y CALLE #13,PONCE,PR,731,787-841-7400,open,small_green,Pharmacy
"17.99167800,-66.66124900",FARMACIA EL TUQUE,553 Calle Ramos Antonini,PONCE,PR,7284806,787-844-2805,open,small_green,Pharmacy
"17.99078300,-66.66204100",FARMACIA DEL SUR,CALLE COMERCIO 19,PONCE,PR,730,787-844-0098,open,small_green,Pharmacy
"18.01494600,-66.62978800",FARMACIA COTO LAUREL,85 CALLE CENTRAL SUITE 1,COTO LAUREL,PR,7802139,787-848-2245,open,small_green,Pharmacy
"18.00199500,-66.60742900",FARMACIA HOSPITAL DAMAS,2213 PONCE BYPASS,PONCE,PR,717,787-840-8686,open,small_green,Pharmacy
"17.98417500,-66.61911800",MED CENTRO,1034 HOSTOS AVE,PONCE,PR,716,787-843-9370,open,small_green,Pharmacy
"18.01022200,-66.63094000",FARMACIA ADONAI INC,21 calle DR Ulises Clavell,Ponce,PR,716,787-984-1900,not participating,measle_white,Pharmacy
"17.98985300,-66.66411600",KMART PHARMACY7741,"Carr. #2, Centro Comercial Ponce 200",PONCE,PR,728,787-812-1616,open,small_green,Pharmacy
"18.10803900,-66.63465300",WALMART PHARMACY 10-2026,Esq Puerto Rico #2,PONCE,PR,731,787-709-4036,open,small_green,Pharmacy
"18.02290900,-66.65483700",FARMACIA GABRIELA 1,CARR 132 KM 22.1 BO RIO CANAS,PONCE,PR,728,787-290-1963,open,small_green,Pharmacy
"17.98985300,-66.66411600",WALGREENS #165,2706 AVE MARUCA,PONCE,PR,728,787-812-5978,open,small_green,Pharmacy
"18.03083100,-66.61683800",FARMACIA SAN JORGE INC,30 PASEO ATOCHA SUITE 1,PONCE,PR,730,787-840-5979,open,small_green,Pharmacy
"18.01965300,-66.60117600",WALMART PHARMACY 10-5793,#333 CARR #14 COTTO LAUREL,Ponce,PR,780,787-651-0482,open,small_green,Pharmacy
"18.03083100,-66.61683800",Sam's Pharmacy 10-6690,Carretera Estatal #2 Ave Eduardo Ruberte #2188,Ponce,PR,730,787-843-4835,open,small_green,Pharmacy
"18.03083100,-66.61683800",WALGREENS #10825,"CARR.ESTATAL PR #506 & LOS FLAMBOYANES KM. 1.0, COTO LAUREL",Ponce,PR,730,787-840-8801,open,small_green,Pharmacy
"18.01476700,-66.61495600",Walgreens #700,Carr 14 KM 3.7 Centro Comercial Ponce Super Center,Ponce,PR,7164618,787-709-4591,open,small_green,Pharmacy
"18.01034700,-66.62762700",CVS Pharmacy #06493,399 Calle Villa,Ponce,PR,7284521,787-843-8431,open,small_green,Pharmacy
"17.99056700,-66.60754200",CVS Pharmacy #08429,URB Jardines de Fagot 2500 Calle Obispado,Ponce,PR,716,787-843-8415,open,small_green,Pharmacy
"17.99311900,-66.65995500",FARMACIA ACADEMICA,396 calle Luis F. Salas,Ponce,PR,716,787-259-3946,open,small_green,Pharmacy
"18.00199500,-66.60742900",CVS Pharmacy,2511 Ponce BYP,Ponce,PR,7171314,787-284-2500,open,small_green,Pharmacy
"17.98985300,-66.66411600",AMERICA MED CORP,3025 Carr 591 EL TUQUE INDUSTRIAL PARK,Ponce,PR,7282805,787-267-4006,not participating,measle_white,Pharmacy
"18.03083100,-66.61683800",Farmacia VIDA,Centro del Sur Mall Blvd Miguel A Pou Km 26.4,Ponce,PR,730,787-840-2015,open,small_green,Pharmacy
"18.00058300,-66.62098600",Farmacia La Fe #5,471 MUÃ‘OZ RIVERA ESQ. FERROCARRIL LOCAL #1,PONCE,PR,7330000,787-569-8700,not participating,measle_white,Pharmacy
"18.00833000,-66.61196000",FARMACIA GABRIELA,AVE. F.D. ROSSEVELT # 3196,PONCE,PR,780,787-843-0055,open,small_green,Pharmacy
"18.45303000,-66.93368900",FARMACIA SAN RAFAEL,CALLE SAN JUSTO 165,QUEBRADILLAS,PR,6781739,787-895-2121,open,small_green,Pharmacy
"18.45303000,-66.93368900",SUPER FARMACIA NUEVA INC,PLAZUELA LINERAS STE 112,QUEBRADILLAS,PR,678,787-895-6473,not participating,measle_white,Pharmacy
"18.45303000,-66.93368900",FARMACIA NUEVO CONCEPTO,CALLE CALIFORNIA 157,QUEBRADILLAS,PR,678,787-895-3060,open,small_green,Pharmacy
"18.45303000,-66.93368900",FARMACIA QUEBRADILLAS,Calle Socorro # 155,QUEBRADILLAS,PR,678,787-895-6006,open,small_green,Pharmacy
"18.45303000,-66.93368900",FARMACIA LASALLE,2621 RD 113 KM 11 6,QUEBRADILLAS,PR,6780976,787-895-1001,open,small_green,Pharmacy
"18.45303000,-66.93368900",FARMACIA GLORIANA,CARR NO 2 KM 96 8,QUEBRADILLAS,PR,678,787-895-2895,open,small_green,Pharmacy
"18.45303000,-66.93368900",KRIZIAS DRUG,Carr. 32 km 98.7 Bo. Cocos,QUEBRADILLAS,PR,678,787-895-5702,open,small_green,Pharmacy
"18.45303000,-66.93368900",FARMACIA SAN ANTONIO,CARR 113 KM 13.6 BARRIO SAN ANTONIO,QUEBRADILLAS,PR,678,787-895-6707,open,small_green,Pharmacy
"18.45303000,-66.93368900",Walgreens 15275,"Carretera Estatal PR-2, KM. 101.0",Quebradillas,PR,6780000,787-895-0808,open,small_green,Pharmacy
"18.33578100,-67.25254700",FARMACIA NOGUERAS,1 Calle Munoz Rivera W,RINCON,PR,6772140,787-823-2780,not participating,measle_white,Pharmacy
"18.33578100,-67.25254700",FARMACIA DEL PUEBLO,CALLE MUNOZ RIVERA 33,RINCON,PR,677,787-823-2540,open,small_green,Pharmacy
"18.33578100,-67.25254700",FARMACIA RAISA,CARR 115 KM 11.3 BO PUEBLO,RINCON,PR,677,787-823-2929,open,small_green,Pharmacy
"18.38018100,-65.83281400",SUPERFARMACIA SANTA TERESA INC,17 Calle Pimentel,Rio Grande,PR,745,787-887-2475,open,small_green,Pharmacy
"18.36734700,-65.81658300",FARMACIA CARIBE,CENTRO COMERCIAL VILLAS DE RIO GRANDE,RIO GRANDE,PR,745,787-887-3060,open,small_green,Pharmacy
"18.38024800,-65.84017100",FARMACIA CARIBE,"Calle K #HH17Y18, URB Alturas De Rio Grande",RIO GRANDE,PR,745,787-887-4444,open,small_green,Pharmacy
"18.36734700,-65.81658300",FARMACIA CARIBE,Carretera #3 KM 26.3,RIO GRANDE,PR,745,787-888-1888,open,small_green,Pharmacy
"18.38018100,-65.83281400",FARMACIA EL YUNQUE,37 Calle Pimentel,RIO GRANDE,PR,745,787-888-1700,open,small_green,Pharmacy
"18.36734700,-65.81658300",WALGREENS #328,"Carr 3, Km 23.9 Urb Industrial, Las Flores",Rio Grande,PR,745,787-887-0237,open,small_green,Pharmacy
"18.36734700,-65.81658300",Pharmacy Express,Carr #3 km 24.5 Sector I Bo Guzman Abajo,Rio Grande,PR,745,787-657-3555,open,small_green,Pharmacy
"18.36734700,-65.81658300",WALGREENS #13934,RIO GRANDE PLAZA CARR #3 KM. 29.1,RIO GRANDE,PR,745,787-888-8755,open,small_green,Pharmacy
"18.08732200,-66.93491100",FARMACIA IRIZARRY,30 Angel G. Martinez ST.,SABANA GRANDE,PR,6371914,787-873-3960,open,small_green,Pharmacy
"18.08732200,-66.93491100","FARMACIA NORED, INC.",4 QUILLICHINI AVE,SABANA GRANDE,PR,637,787-873-6010,open,small_green,Pharmacy
"18.08732200,-66.93491100",SUPER FARMACIA NELIA Inc,16 FCO MA QUINONES,SABANA GRANDE,PR,637,787-873-0198,open,small_green,Pharmacy
"18.08732200,-66.93491100",FARMACIA SAN ISIDRO,CALLE SAN ISIDRO 26,SABANA GRANDE,PR,637,787-804-0225,open,small_green,Pharmacy
"18.08732200,-66.93491100",FARMACIA CENTRAL DE SABANA GRANDE,No.110 Ave 5 de Diciembre,SABANA GRANDE,PR,637,787-873-2470,not participating,measle_white,Pharmacy
"18.08732200,-66.93491100",FARMACIA LUGO INC,CARR 363 KMO 0 BO SANTANA,SABANA GRANDE,PR,637,787-873-0007,not participating,measle_white,Pharmacy
"18.08732200,-66.93491100",FARMACIA SAGRADO CORAZON EXPRESS,ED DORA PAGANELLI LOCAL 2 AVE VICENTE QUILINCHINI,SABANA GRANDE,PR,637,787-873-7676,open,small_green,Pharmacy
"18.08732200,-66.93491100",FARMACIA SAGRADO CORAZON 2,CALLE ANGEL G. MARTINEZ # 3,SABANA GRANDE,PR,637,939-910-7920,open,small_green,Pharmacy
"18.08732200,-66.93491100",FARMACIA LEMAR III,CARR 121 KM 4.8 BO MAGINAS,SABANA GRANDE,PR,637,787-254-9401,open,small_green,Pharmacy
"18.08732200,-66.93491100",Farmacia Santa Teresa,Carr. 363 Km 0.1 Bo. Santana,Sabana Grande,PR,637,787-873-1125,open,small_green,Pharmacy
"17.97559700,-66.29665600",FARMACIA MELLYBER,CALLE DR. SANTOS P. AMADEO 49 Salinas PR.,SALINAS,PR,751,787-824-2026,open,small_green,Pharmacy
"17.97688900,-66.29683000",Farmacia La Monserrate,19 Calle Munoz Rivera,SALINAS,PR,751,787-824-2220,open,small_green,Pharmacy
"17.99852000,-66.26482500",FARMACIA CASTRO INC,BO PLAYA J 31,SALINAS,PR,751,787-824-5355,open,small_green,Pharmacy
"17.99831300,-66.26695800",FARMACIA GARROD,CALLE MUNOZ RIVERA #24,SALINAS,PR,751,787-824-7777,open,small_green,Pharmacy
"17.99852000,-66.26482500",Farmacia Rey #15,CALLE AGUSTIN COLON PACHECO #8,SALINAS,PR,751,787-824-2076,open,small_green,Pharmacy
"17.99852000,-66.26482500",FM SALINAS CORP.,BALDORIOTY 62,SALINAS,PR,751,787-824-3072,not participating,measle_white,Pharmacy
"17.96577000,-66.21955500",FARMACIA MARILYN,Carr # 3 km. 151.7 Bo.Coqui,AGUIRRE,PR,704,787-853-4548,open,small_green,Pharmacy
"17.97798600,-66.29935600",Farmacia GS Inc,Calle Monserrate #26,Salinas,PR,751,787-824-4444,open,small_green,Pharmacy
"17.99852000,-66.26482500",Farmacia Marife,233A Calle Santa Ana Bo Coco Nuevo,Salinas,PR,7512635,787-824-2617,open,small_green,Pharmacy
"17.99852000,-66.26482500",WALGREENS #10161,"CARR. PR #180 INT. CARR. PR#3, KM 158.4 BO. PUEBLO",SALINAS,PR,751,787-824-7352,open,small_green,Pharmacy
"18.11328400,-67.03970600",FARMACIA MARTIN,CALLE RUIZ BELVIS 22,SAN GERMAN,PR,6834067,787-892-1122,open,small_green,Pharmacy
"18.11328400,-67.03970600",FARMACIA SAN AGUSTIN,# 9 Calle Concepcion Suite # 2 Esq Calle Sol,SAN GERMAN,PR,683,787-892-1164,open,small_green,Pharmacy
"18.11328400,-67.03970600",Super Farmacia Mayi,#13 Calle Principal Urb. El Retiro,SAN GERMAN,PR,6834180,787-892-1485,open,small_green,Pharmacy
"18.11328400,-67.03970600",FARMACIA NUEVA,CALLE CARRO STE 5,SAN GERMAN,PR,683,787-892-5290,open,small_green,Pharmacy
"18.11328400,-67.03970600",FARMACIA REPARTO,CALLE LUNA ABAJO STE 83,SAN GERMAN,PR,683,787-892-5264,not participating,measle_white,Pharmacy
"18.11328400,-67.03970600",OMEGA PHARMACY,CALLE DE VEVE 102,SAN GERMAN,PR,683,787-892-5177,open,small_green,Pharmacy
"18.11328400,-67.03970600",HOSP DE LA CONCEPCION FARMACIA,ROAD 2 KM 173 4 BO CAIN BAJO,SAN GERMAN,PR,6830285,787-892-1860,open,small_green,Pharmacy
"18.11328400,-67.03970600",Farmacia International Drug,CALLE LUZ CELENIA TIRADO # 8,SAN GERMAN,PR,683,787-892-2880,not participating,measle_white,Pharmacy
"18.11328400,-67.03970600",KMART PHARMACY3896,INT. Carr. 122 & Carr. #2,San German,PR,683,787-892-1500,not participating,measle_white,Pharmacy
"18.11328400,-67.03970600",WALGREENS #670,10 AVENIDA BAXTER,SAN GERMAN,PR,683,787-892-4406,open,small_green,Pharmacy
"18.40105500,-66.04977300",WALGREENS #891,65TH INFANTRY SH CTR,RIO PIEDRAS,PR,925,787-767-1636,open,small_green,Pharmacy
"18.40456700,-66.08384400",FARMACIA VARGAS,1000 JESUS T PINERO AVE Esq. Andalucia,SAN JUAN,PR,921,787-782-6129,open,small_green,Pharmacy
"18.45077100,-66.05356300",FARMACIA AMERICANA INC,"Calle Loiza No 1854, ESQ. LAS FLORES 101",SAN JUAN,PR,914,787-728-6095,open,small_green,Pharmacy
"18.45454800,-66.06621500",FARMACIA PROFESIONAL ASHFORD,29 CALLE WASHINGTON CONDADO,SAN JUAN,PR,907,787-722-1740,open,small_green,Pharmacy
"18.40105500,-66.04977300",Farmacia Capetillo,ROBLES 251,SAN JUAN,PR,9253104,787-751-6312,open,small_green,Pharmacy
"18.39765900,-66.05176700",FARMACIA REY #7,CALLE BRUMBAUGH 51 ESQ. DEL PILAR,SAN JUAN,PR,925,787-765-7020,not participating,measle_white,Pharmacy
"18.40373700,-66.08744400",PROFESSIONAL DRUG,733 DE DIEGO AVE,SAN JUAN,PR,9205004,787-783-4285,open,small_green,Pharmacy
"18.40239300,-65.99370100",FARMACIA COMANDANTE,932 CALLE CARMEN HERNANDEZ URBANIZACION EL COMANDANTE,SAN JUAN,PR,924,787-752-0315,open,small_green,Pharmacy
"18.39826400,-66.02238500",SUPER FARMACIA VANGA,10 Ave Simon Madera,SAN JUAN,PR,9242231,787-751-0565,open,small_green,Pharmacy
"18.39227300,-66.08855200",FARMACIA KARLA,URB LAS LOMAS T3-6 CARR 21,SAN JUAN,PR,921,787-783-4368,open,small_green,Pharmacy
"18.36937600,-66.06280400",Farmacia Venus,AVE ACUARIO #19 STE 16 VENUS GARDENS PLAZA,SAN JUAN,PR,926,787-761-4990,open,small_green,Pharmacy
"18.37357800,-66.04582200",FARMACIA DEL CARMEN,CARR 844 KM 3 Cupey Bajo,Rio Piedras,PR,926,787-748-0880,open,small_green,Pharmacy
"18.41077500,-66.03670800",Farmacia Medina #5,BO SABANA LLANA 486 CALLE DE DIEGO,SAN JUAN,PR,9233141,787-763-0255,open,small_green,Pharmacy
"18.42201800,-66.05060200",SUPER FARMACIA BARBOSA,327 AVE BARBOSA,SAN JUAN,PR,917,787-763-8477,not participating,measle_white,Pharmacy
"18.39500000,-66.07980000",Medic Pharmacy Inc,1228 Calle 52 SE,San Juan,PR,921,787-758-8497,open,small_green,Pharmacy
"18.40044100,-66.05399700",FIRST PHARMACY 3,86 CALLE GEORGETTI,SAN JUAN,PR,9253607,787-751-6646,open,small_green,Pharmacy
"18.36937600,-66.06280400",FARMACIA REY #1,CENTRO COMERCIAL LITHEDA 107 CARR 845 CUPEY BAJO,SAN JUAN,PR,926,787-761-4205,open,small_green,Pharmacy
"18.42877700,-66.04724700",FIRST PHARMACY 4,AVE. BARBOSA STE 426,SAN JUAN,PR,9174306,787-764-9981,open,small_green,Pharmacy
"18.46061000,-66.08345600",WALGREENS,AVE ASHFORD ESQUINA CONDADO SANTURCE,SAN JUAN,PR,907,787-721-7895,open,small_green,Pharmacy
"18.41906900,-66.06231900",FARMACIA FATIMA,224 DOMENECH AVE,SAN JUAN,PR,9183504,787-753-0794,open,small_green,Pharmacy
"18.41077500,-66.03670800",Farmacia Community,AVE MUNOZ SOUFFRONT AVENUE URB LOS MAESTROS 461,SAN JUAN,PR,923,787-250-6056,not participating,measle_white,Pharmacy
"18.44338400,-66.06813300",FARMACIA LUIS #4,1501 PONCE DE LEON,Santurce,PR,909,787-772-1590,open,small_green,Pharmacy
"18.43789600,-66.04808700",FARMACIA ALICIA,2203 AVE BORINQUEN BO OBRERO,SAN JUAN,PR,9154416,787-726-0939,open,small_green,Pharmacy
"18.41046200,-66.06053300",FARMACIA METRO HEALTH INC,CARR 21 NO 1785,RIO PIEDRAS,PR,928,787-782-9999,open,small_green,Pharmacy
"18.41046200,-66.06053300",FARMACIA CARRAIZO,CARR 844 KM 5 6,TRUJILLO ALTO,PR,928,787-760-2650,open,small_green,Pharmacy
"18.41046200,-66.06053300",PUERTO RICO DRUG CO INC,157 SAN FRANCISO STREET,SAN JUAN,PR,902,787-725-2202,open,small_green,Pharmacy
"18.35739800,-66.07667200",FARMACIA LOS MAESTROS,CALLE MUNIZ SOUFFRONT STE 459,SAN JUAN,PR,923,787-765-8811,open,small_green,Pharmacy
"18.43789600,-66.04808700",FARMACIA PLAZA 17,2263 AVE BORINQUEN BO OBRERO,SAN JUAN,PR,9154412,787-620-9617,open,small_green,Pharmacy
"18.45076200,-66.05466000",WALGREENS,Calle Loiza 1965 Esq Santa Cecilia,Santurce,PR,911,787-728-0033,open,small_green,Pharmacy
"18.41046200,-66.06053300",FARMACIA HOSPITAL DEL MAESTRO,CALLE SERGIO CUEVAS BUSTAMANTE STE 550,SAN JUAN,PR,919,787-758-8383,not participating,measle_white,Pharmacy
"18.36937600,-66.06280400",Farmacia Cristina-La Cumbre,Ave. Santa Rosa Suite 17 La Cumbre Shopping Center,SAN JUAN,PR,9265402,787-720-8854,open,small_green,Pharmacy
"18.36937600,-66.06280400",FARMACIA REYES,AVE PARANA CENTRO COMERCIAL RIO PIEDRAS HEIGHTS,SAN JUAN,PR,926,787-764-2899,open,small_green,Pharmacy
"18.39554800,-66.09330300",FARMACIA LAS LOMAS,829 AVENUE SAN PATRICIO STE 1,SAN JUAN,PR,9211313,787-783-3755,open,small_green,Pharmacy
"18.39784100,-66.04941400",SUPER FARMACIA ARZUAGA,108 CALLE ARZUAGA,SAN JUAN,PR,9253705,787-767-2626,open,small_green,Pharmacy
"18.39763300,-66.05276300",FARMACIA HOSPITAL AUXILIO MUTUO,AVE PONCE DE LEON 715 PDA 37 AND ONE HALF,HATO REY,PR,919,787-758-2000,open,small_green,Pharmacy
"18.46590100,-66.10356800",FARMACIA LUMA,SAN FRANCISCO STE 255,SAN JUAN,PR,9011724,787-722-0335,open,small_green,Pharmacy
"18.41906900,-66.06231900",FARMACIA CLINICA LAS AMERICAS,400 AVE FD ROOSEVELT STE 102,SAN JUAN,PR,9182129,787-764-3520,open,small_green,Pharmacy
"18.43789600,-66.04808700",FARMACIA ROYAL,2001 AVE BORINQUEN,SAN JUAN,PR,9153814,787-727-2221,not participating,measle_white,Pharmacy
"18.45073500,-66.04335200",FARMACIA LAUREL,LOIZA ST 2428,SAN JUAN,PR,913,787-726-0295,open,small_green,Pharmacy
"18.36937600,-66.06280400",FARMACIA VILLA ANDALUCIA,RES VILLA ANDALUCIA DI CALLE FRONTERA STE 6,SAN JUAN,PR,926,787-761-7605,open,small_green,Pharmacy
"18.40680800,-66.09188500",FARMACIA BORINQUEN TOWERS,1484 Ave Fd Roosevelt Ste 19,SAN JUAN,PR,9202732,787-783-4510,open,small_green,Pharmacy
"18.38517400,-66.07195900",FARMACIA UNIVERSITY GARDENS,Urb. UNIVERSITY GARDENS HARVARD 1006 ST.1&2,SAN JUAN,PR,927,787-763-1059,not participating,measle_white,Pharmacy
"18.39984700,-66.08229500",FARMACIA GELPI,AMERICO MIRANDA AVE 1015 REPARTO METROPOLITANO,RIO PIEDRAS,PR,921,787-767-0012,open,small_green,Pharmacy
"18.41046200,-66.06053300",FIRST PHARMACY 2,670 AVE.PONCE DE LEON MIRAMAR,SAN JUAN,PR,908,787-725-2390,open,small_green,Pharmacy
"18.41906900,-66.06231900",FARMACIA PLAZA 8,AVE DOMENECH 394,SAN JUAN,PR,9183716,787-620-9608,open,small_green,Pharmacy
"18.38517400,-66.07195900",FARMACIA METROPOL,AVE MIRNADA ESQ GUTENBURG LOCAL 4,SAN JUAN,PR,9274797,787-764-6373,open,small_green,Pharmacy
"18.40146300,-66.05631000",RECETAS POR MENOS,AVE MUNOZ RIVERA 1007 EDIFICIO DARLINGTON Local #10,SAN JUAN,PR,925,787-767-6510,open,small_green,Pharmacy
"18.40000000,-66.05999800",FIRST PHARMACY 1,870 LAS MARIAS,SAN JUAN,PR,9274218,787-763-9536,open,small_green,Pharmacy
"18.42201800,-66.05060200",FARMACIA MENAA,271 AVE BARBOSA ESQ DUARTE,SAN JUAN,PR,9173310,787-753-7356,not participating,measle_white,Pharmacy
"18.39806000,-66.03667100",FARMACIA HOSPITAL SAN FRANCISCO,CALLE DE DIEGO 371,RIO PIEDRAS,PR,923,787-767-5100,open,small_green,Pharmacy
"18.39227300,-66.08855200",FARMACIA YARIMAR 1,URB LAS LOMAS CALLE 31 SO #904,SAN JUAN,PR,921,787-792-3196,open,small_green,Pharmacy
"18.41906900,-66.06231900",FARMACIA CASA DEL PENSIONADO,URB EL VEDADO 115 CALLE RODRIGO DE TRIANA,SAN JUAN,PR,9183207,787-250-6203,open,small_green,Pharmacy
"18.43765700,-66.05427900",FARMACIA NUEVA BORINQUEN,AVENUE BORINQUEN 2039,SAN JUAN,PR,9153807,787-726-7558,open,small_green,Pharmacy
"18.36937600,-66.06280400",NUTRIX INC,CARR 176 KM 0 5 CUPEY,SAN JUAN,PR,926,787-754-4220,not participating,measle_white,Pharmacy
"18.36937600,-66.06280400",KMART PHARMACY4844,"AVE. LOS ROMEROS 9410, MONTEHIEDRA TOWNCENTER; RIO PIEDRAS",SAN JUAN,PR,926,787-720-5155,open,small_green,Pharmacy
"18.41161400,-66.08183300","FARMACIA DIVINA PRESENCIA, INC.",URB PUERTO NUEVO 322 CALLE 7 NE,SAN JUAN,PR,9202407,787-782-0489,not participating,measle_white,Pharmacy
"18.45439000,-66.05890200",WALGREENS #315,100 GRAN BLVD PASEO AVE,RIO PIEDRAS,PR,926,787-283-2555,open,small_green,Pharmacy
"18.39227300,-66.08855200",FARMACIA REYES,1320 SAN ALFONSO AVE,SAN JUAN,PR,9213621,787-782-6403,open,small_green,Pharmacy
"18.42201800,-66.05060200",FARMACIA LAS MONJAS INC,207 UROGUAY ST,SAN JUAN,PR,917,787-753-0674,open,small_green,Pharmacy
"18.41046200,-66.06053300",WALGREENS #173,1008 AVE AMERICO MIRANDA REPTO METROPOLITANO SHOPPING CTR,RIO PIEDRAS,PR,919,787-274-8326,open,small_green,Pharmacy
"18.41906900,-66.06231900",MEDICAL PHARMACY,728 PONCE DELEON AVE,SAN JUAN,PR,918,787-767-3263,not participating,measle_white,Pharmacy
"18.44706200,-66.06263500",SAN JORGE CHILDRENS HOSPITAL PHARMACY,260 Calle San Jorge,SAN JUAN,PR,9123352,787-727-1000,open,small_green,Pharmacy
"18.39639200,-66.01146000",SUPER FARMACIA VILLA PRADES,665 ARISTIDES CHAVIER G 8 CTRO COMERICAL VILLA PRADES,SAN JUAN,PR,924,787-767-2097,not participating,measle_white,Pharmacy
"18.39475000,-66.04104800",WALGREENS #363,1115 65TH INFANTRY AVE,SAN JUAN,PR,924,787-768-4700,open,small_green,Pharmacy
